CUSTOMER_CODE,LOAN_ID,PREDICTION,SCORING_DATE
67124648,5987086,0.360976464,20251201
60883598,6080799,0.756137922,20251201
59822145,8250200,0.256855288,20251201
18150978,4851543,0.507381385,20251201
60328643,8412178,0.701025534,20251201
81542134,7475001,0.586640428,20251201
37355508,8953598,0.535089559,20251201
64255441,5120783,0.678598604,20251201
12773605,6027965,0.548024146,20251201
41274927,2154160,0.620764545,20251201
49304564,2002077,0.557035944,20251201
98446454,1967402,0.740884797,20251201
29312620,6697059,0.782723908,20251201
34889349,3933609,0.378511304,20251201
46767577,3600222,0.644951683,20251201
99339904,6425831,0.290920749,20251201
86806275,4585487,0.391896729,20251201
13122366,2213571,0.584977788,20251201
31054553,6017015,0.311541235,20251201
83950699,5951206,0.636398759,20251201
15247246,2257179,0.622566751,20251201
87010375,3426486,0.816235131,20251201
35324549,3135422,0.162597411,20251201
92588690,7258720,0.477057366,20251201
36423437,3242197,0.66519802,20251201
49088512,1254364,0.638803695,20251201
69572485,3400821,0.183417658,20251201
21365266,5221210,0.870396045,20251201
60132893,7924599,0.41530342,20251201
55451394,1470377,0.746024139,20251201
80550838,8930970,0.207036346,20251201
99649620,3974569,0.9999,20251201
69788217,4083646,0.781232406,20251201
46826779,1140176,0.651138032,20251201
46574817,3487142,0.811634164,20251201
47616286,5221888,0.593341057,20251201
83261833,6634877,0.637774858,20251201
38909415,7903142,0.667774541,20251201
25027562,5704456,0.70498505,20251201
40086229,1901980,0.153044043,20251201
12044086,4522850,0.551396588,20251201
19552832,7617003,0.721351114,20251201
18104307,6755928,0.7343953,20251201
79439716,6257756,0.75774026,20251201
75012340,5575187,0.455365334,20251201
72709370,5541446,0.757707099,20251201
51568950,9937256,0.823532852,20251201
74535265,6395348,0.716798482,20251201
24514459,6373890,0.374752637,20251201
91055950,4023073,0.469302091,20251201
55094029,5410331,0.408179063,20251201
94424624,7393055,0.669125598,20251201
23708089,8722206,0.67014042,20251201
54759706,8016991,0.786662748,20251201
72668833,6961045,0.622257436,20251201
54606327,8004014,0.819419862,20251201
50154064,1296454,0.76047241,20251201
24959268,3425137,0.68528219,20251201
44291909,3187644,0.679718699,20251201
31488963,6885162,0.752657983,20251201
37136087,7780128,0.222252437,20251201
71533058,2332861,0.480553765,20251201
66725432,2736320,0.30401451,20251201
64647678,5458776,0.720010106,20251201
42563134,9714762,0.724929047,20251201
96372331,1023663,0.866187957,20251201
17888492,8915126,0.435669508,20251201
40833169,2742280,0.824844955,20251201
20620531,3416656,0.626396377,20251201
40504942,6685606,0.582913157,20251201
96570788,7558971,0.634006573,20251201
42963717,8869252,0.602599657,20251201
91772261,1049479,0.720506535,20251201
54555908,1441254,0.704276606,20251201
72973641,5304093,0.840436228,20251201
51167573,6026974,0.713859371,20251201
33928296,3347639,0.309451476,20251201
97225872,6730974,0.869121032,20251201
33717237,3387220,0.554079122,20251201
80087580,9391517,0.6746846,20251201
33502599,2596858,0.824282805,20251201
74520116,6896293,0.494261971,20251201
81010589,5772877,0.445369857,20251201
50442534,1927294,0.658711352,20251201
76322763,6443523,0.845931606,20251201
34501740,2320698,0.315100221,20251201
17132816,5856259,0.874351667,20251201
18675186,6721876,0.606472217,20251201
50232134,1649583,0.546033802,20251201
91234214,2940576,0.403014179,20251201
21481916,3661324,0.61356136,20251201
51019865,9354748,0.821008743,20251201
73362884,2990499,0.810403462,20251201
28212702,9286183,0.8005324,20251201
74945475,5805831,0.938818883,20251201
37536095,9537901,0.742696641,20251201
82779466,8481563,0.666412856,20251201
62129760,3636573,0.469139599,20251201
59221653,6037924,0.348291585,20251201
25909550,7452548,0.407591509,20251201
51688531,1705300,0.683917113,20251201
87095284,6967124,0.546078628,20251201
11757159,5136996,0.462900548,20251201
78266756,1320433,0.623221766,20251201
54348614,8803129,0.732046833,20251201
74751665,3390085,0.488227332,20251201
69696820,8867704,0.723949534,20251201
48888373,2860900,0.64078665,20251201
37780047,5874933,0.451210549,20251201
66457795,4337277,0.502338817,20251201
22620184,9036961,0.851969349,20251201
62568816,9577482,0.390928898,20251201
18522522,7930562,0.83374962,20251201
68486193,8610413,0.318537932,20251201
66587075,7920219,0.927193343,20251201
17599988,3640821,0.505766732,20251201
78173909,9283598,0.789415385,20251201
47422665,5770283,0.644216231,20251201
80819780,4091253,0.65035145,20251201
13745275,2730394,0.744750284,20251201
26151084,7387938,0.708241615,20251201
54459173,3496905,0.560805474,20251201
26940265,6874061,0.802732836,20251201
39687508,1585029,0.468104442,20251201
69453913,6713264,0.716686288,20251201
23007176,6783457,0.492647491,20251201
70993264,5722512,0.539552466,20251201
19306266,6912286,0.680225682,20251201
25766665,9944047,0.601396385,20251201
62888010,8546513,0.808125064,20251201
81413490,4955950,0.502534256,20251201
25353366,8843965,0.396362801,20251201
36999350,9590036,0.277519653,20251201
93260809,2440534,0.496449615,20251201
99071531,4230344,0.614701644,20251201
62295501,7687367,0.666723336,20251201
50233433,5634716,0.817404862,20251201
41218282,2212368,0.784669025,20251201
65120672,5252622,0.365234285,20251201
63182393,4363434,0.50076904,20251201
36527772,7649368,0.285571984,20251201
12052348,5639828,0.693972795,20251201
23634847,2259292,0.92551464,20251201
96270328,1445229,0.858648934,20251201
47633941,3585736,0.74698523,20251201
53407308,2410873,0.234391433,20251201
52039679,8886518,0.816548746,20251201
80446169,3440044,0.697045371,20251201
15846090,6710453,0.610712647,20251201
17445699,2147880,0.788152978,20251201
34826251,4975430,0.801720511,20251201
53799249,9406865,0.78180908,20251201
70401162,6790937,0.425374404,20251201
54163628,3594872,0.665097812,20251201
49705126,7729017,0.757178447,20251201
24491704,5510544,0.600356112,20251201
61455524,3115947,0.798413583,20251201
58802019,9968807,0.884600866,20251201
52614045,9438279,0.706586306,20251201
82683768,6099783,0.788165515,20251201
34027809,1298607,0.614051912,20251201
95839556,4703461,0.717152704,20251201
39841209,5625654,0.665968256,20251201
59050402,9368130,0.746954802,20251201
56860515,7596932,0.566423671,20251201
86480009,3002479,0.474277101,20251201
49502030,5590202,0.864691869,20251201
35610306,2615506,0.247591932,20251201
11945087,5264563,0.53970411,20251201
42731042,5818278,0.901683725,20251201
84366272,5588079,0.429746194,20251201
10892457,4845715,0.214526602,20251201
90654468,4935247,0.78504883,20251201
58854437,8172873,0.709716545,20251201
22622417,5552801,0.661996792,20251201
37196139,1378090,0.211926889,20251201
59863252,7667453,0.406800514,20251201
38412294,6559531,0.614416962,20251201
19771816,7261213,0.595103415,20251201
69938998,7396111,0.710198842,20251201
70501607,2558729,0.627856034,20251201
20698682,9747249,0.284581964,20251201
35311040,9913536,0.817457272,20251201
31948592,2311868,0.746611386,20251201
69348036,2970449,0.808037538,20251201
75726602,3216188,0.723907921,20251201
75429514,9698052,0.474530369,20251201
94488510,9391988,0.784183244,20251201
79178273,3385122,0.649488402,20251201
38861149,6675658,0.66887488,20251201
19696685,3191106,0.204648368,20251201
65317853,1342441,0.514728122,20251201
92441065,3072892,0.725313729,20251201
97763977,1696095,0.58855148,20251201
30719258,8629665,0.845447044,20251201
31280989,8068964,0.585956299,20251201
22713593,2658775,0.682105963,20251201
59936721,6107269,0.789008356,20251201
59212295,2846373,0.863910019,20251201
43383005,6088738,0.78748417,20251201
37895989,9063746,0.681636375,20251201
84681076,8918789,0.518379096,20251201
51403053,8497632,0.724065031,20251201
82742631,3169881,0.670835739,20251201
96689067,2716718,0.679455071,20251201
38542500,2443878,0.646972414,20251201
95760944,2144125,0.355525765,20251201
67134797,6524252,0.483167429,20251201
36182605,6925992,0.496155775,20251201
65967398,8941806,0.548967583,20251201
56355141,1813032,0.481711737,20251201
91497896,3387255,0.929244172,20251201
33036857,7551558,0.516896728,20251201
99224451,7131648,0.494103819,20251201
94243920,4846866,0.499406418,20251201
26263179,2371411,0.744161917,20251201
24814703,5357857,0.831679814,20251201
57984114,2547178,0.693085321,20251201
14041955,5819723,0.407058146,20251201
36891816,9113589,0.820713642,20251201
49158734,2761200,0.847192004,20251201
97243596,2061684,0.397260287,20251201
99313799,7638675,0.481499462,20251201
23638594,1219109,0.770669783,20251201
90250953,9850630,0.887066681,20251201
18183594,7974463,0.574928009,20251201
86107842,4630375,0.537419428,20251201
90171323,4262585,0.414454909,20251201
30107614,4481749,0.573260618,20251201
90410196,4569926,0.767266794,20251201
20438281,8555959,0.491000836,20251201
56697251,8198717,0.747433676,20251201
52259076,2841247,0.603814097,20251201
38433614,2619421,0.584966244,20251201
11990275,5864975,0.376664823,20251201
79481118,6852941,0.695328921,20251201
40202528,7544563,0.907183051,20251201
69549513,3821754,0.517730074,20251201
46919792,5342127,0.557948236,20251201
43629195,1938416,0.854836872,20251201
89766631,5101680,0.500178239,20251201
76295561,7187463,0.256926756,20251201
77211064,3739730,0.673395973,20251201
44199230,3867976,0.485730789,20251201
33621446,5160499,0.416819569,20251201
10477636,8799436,0.73369421,20251201
94313182,6436982,0.903377195,20251201
95295830,9271319,0.552474024,20251201
31687351,1555036,0.59541102,20251201
12871994,8641465,0.162813325,20251201
21048213,1393850,0.837855041,20251201
16087857,3901165,0.627568041,20251201
84800139,4839185,0.814325038,20251201
90272029,3129243,0.760170778,20251201
23795588,9903619,0.405237621,20251201
77206550,9035204,0.363134006,20251201
26134147,6141165,0.738748414,20251201
43048809,5076522,0.66709823,20251201
63944450,7855824,0.724633336,20251201
74793410,7369656,0.705990103,20251201
88710582,5325683,0.855817835,20251201
14030635,8444476,0.480716986,20251201
27679119,2736433,0.329165367,20251201
35245775,3499179,0.514954357,20251201
37929130,1158768,0.740038462,20251201
99822506,2071876,0.508310373,20251201
79966434,2789031,0.699070248,20251201
38837550,6623447,0.50338751,20251201
97464377,8699673,0.681654791,20251201
54937628,6311729,0.813168412,20251201
55066706,5008665,0.737547765,20251201
49032895,3431800,0.564473478,20251201
22950775,1912858,0.768572697,20251201
94093522,6262359,0.36085569,20251201
11254265,2267493,0.538690618,20251201
25685067,8113214,0.275947084,20251201
30669042,4679749,0.813733198,20251201
35136775,4150098,0.628109365,20251201
21863999,1239876,0.729103526,20251201
11616527,3180859,0.878991598,20251201
70989279,1120187,0.62401881,20251201
97237891,7525010,0.760805645,20251201
20964925,5408875,0.408903973,20251201
36688168,8072847,0.649510946,20251201
55569693,6087128,0.681411343,20251201
93475211,9588603,0.547027867,20251201
72483618,8054074,0.393050816,20251201
78956930,2328272,0.555975119,20251201
62300494,2049476,0.845043547,20251201
47533220,9003376,0.790164213,20251201
27979808,3421990,0.395857856,20251201
87788293,7885888,0.50304885,20251201
82371206,6657172,0.552002158,20251201
12259119,7317098,0.320843639,20251201
74386640,3401069,0.824651203,20251201
17594929,3817482,0.714788745,20251201
76508559,5993618,0.464366074,20251201
84335845,1199736,0.486267358,20251201
21795197,3804808,0.843077997,20251201
49045227,5567953,0.800477539,20251201
21137842,2840166,0.845472936,20251201
61055398,3571924,0.749186676,20251201
93480628,9851821,0.492753734,20251201
17278259,3608388,0.69217548,20251201
45782037,9121762,0.732102715,20251201
97580845,9344246,0.90900845,20251201
37085381,7064989,0.843414484,20251201
21899503,2376719,0.557947233,20251201
53972563,2851179,0.431553959,20251201
55753531,9408090,0.774384911,20251201
69657778,1013358,0.263419327,20251201
38236379,5534259,0.722466383,20251201
96006092,6366514,0.709475546,20251201
56892046,8544512,0.591792238,20251201
35780160,9055617,0.743402391,20251201
96425599,3552287,0.427424671,20251201
93232757,5522855,0.754991654,20251201
54924829,6705285,0.432855117,20251201
12237354,9686632,0.09375414,20251201
63724249,6009295,0.611263321,20251201
59967823,2096274,0.779638495,20251201
23338758,9317493,0.795876497,20251201
67057759,5612024,0.570428529,20251201
85671420,2613685,0.893078269,20251201
19530766,2712481,0.609290648,20251201
75099036,2841128,0.881528366,20251201
22630563,7491290,0.599634895,20251201
77394363,9540678,0.74092099,20251201
47720288,4972267,0.755859413,20251201
10585992,1881681,0.752826883,20251201
96960871,8996472,0.42769534,20251201
24937333,6712141,0.848835414,20251201
63643829,6136781,0.589927352,20251201
26332140,1545076,0.847889489,20251201
76449297,9735425,0.669923548,20251201
82392481,1692917,0.634122498,20251201
48887190,6493668,0.638439473,20251201
52064343,6374338,0.85905839,20251201
67087104,5624630,0.658022424,20251201
80628709,5962311,0.641500106,20251201
86228158,4580893,0.560055942,20251201
11605310,6157235,0.684821858,20251201
69720522,4274555,0.565837185,20251201
19822959,5262868,0.641617381,20251201
35913857,7103066,0.490103455,20251201
84648574,7681233,0.846140383,20251201
32546185,2380115,0.854201521,20251201
81713537,9929695,0.797794855,20251201
51670701,1870261,0.765605209,20251201
30937666,3482030,0.722796958,20251201
40081977,4121413,0.348560091,20251201
57769262,3910956,0.321615131,20251201
78863244,4166871,0.399342426,20251201
64541423,3907445,0.646197827,20251201
93990145,4924146,0.49687281,20251201
88096504,7869419,0.473978394,20251201
77801817,8447176,0.760424939,20251201
64279643,4132139,0.85619803,20251201
36087023,3325838,0.556055376,20251201
47131440,7090632,0.366379951,20251201
20700485,1536132,0.545085791,20251201
43676563,5012987,0.743864313,20251201
93382500,2980077,0.732222624,20251201
48329387,6470241,0.891666699,20251201
20235593,1704609,0.534127176,20251201
68673791,8461137,0.553619891,20251201
96635337,3429961,0.474458583,20251201
88074155,5626527,0.257463326,20251201
34666880,6150159,0.43370976,20251201
50850718,5276558,0.792545207,20251201
57791485,5031950,0.392011312,20251201
32305560,3402770,0.566526126,20251201
34182278,7952750,0.595912864,20251201
31299612,5643140,0.705818728,20251201
99512315,2941980,0.742811611,20251201
77141284,3361710,0.92120767,20251201
85677072,4947626,0.791917862,20251201
83491187,8592131,0.507934677,20251201
96322910,9652313,0.549557271,20251201
19475027,4499775,0.749194912,20251201
89346918,4556221,0.488971802,20251201
15990297,2161968,0.593807327,20251201
52787890,5911147,0.786801319,20251201
63499029,3159707,0.586133744,20251201
42207497,8375982,0.645722585,20251201
23155591,5811232,0.642444236,20251201
27307119,2996822,0.734959131,20251201
84219776,9246586,0.49208782,20251201
38685150,8338864,0.270867983,20251201
37930120,3705053,0.543251521,20251201
93102567,2081123,0.782868995,20251201
22948473,3379475,0.490321754,20251201
92374021,4390244,0.849017916,20251201
92887341,4659038,0.574673262,20251201
63870367,8400800,0.570866999,20251201
24897854,9709789,0.728434519,20251201
24027477,7725537,0.785536324,20251201
35624807,8606976,0.613724144,20251201
61967407,2126157,0.778013198,20251201
23825205,2347011,0.371510379,20251201
51009213,9173198,0.60512098,20251201
20394105,6523778,0.664010063,20251201
58625570,3121505,0.818751434,20251201
11903321,8126777,0.714092948,20251201
14985586,2574697,0.518881631,20251201
27533965,7912092,0.796623914,20251201
25717732,8948014,0.6109002,20251201
84789467,5399608,0.577618357,20251201
14804373,6907365,0.841081254,20251201
48633369,7586481,0.180671175,20251201
63202942,8923168,0.84904456,20251201
56439599,6252278,0.556203818,20251201
71264306,3641422,0.661177059,20251201
82279117,2813004,0.51746103,20251201
45426740,4199874,0.31197724,20251201
84539607,1504482,0.676662412,20251201
38619198,7287958,0.506258678,20251201
98598043,4325496,0.618786927,20251201
55407360,7404077,0.063262624,20251201
76241199,1557450,0.691720145,20251201
88750443,3896829,0.776120339,20251201
81338611,4555120,0.368523495,20251201
86601845,1787917,0.863769965,20251201
58286221,8459910,0.560680674,20251201
13912755,6377977,0.826941927,20251201
54377517,8598646,0.673214576,20251201
26334856,8216680,0.835453798,20251201
90020491,1306665,0.669625441,20251201
31307038,8788129,0.790132773,20251201
30526284,1625819,0.741105227,20251201
32444881,8840473,0.315711599,20251201
67830962,7028803,0.881476581,20251201
61410938,8374861,0.906381377,20251201
95395677,5499987,0.194343377,20251201
47463617,2441379,0.753483425,20251201
35405034,2344225,0.849444481,20251201
14432870,2068498,0.858331103,20251201
10636831,8249765,0.443670411,20251201
43625272,5802194,0.775616778,20251201
93323564,2948465,0.572160881,20251201
57137764,2123672,0.687483499,20251201
90419284,1703343,0.477052713,20251201
19150471,3322834,0.836820998,20251201
18398890,7745563,0.334103364,20251201
19606782,9031704,0.759557852,20251201
14676567,6473133,0.469147455,20251201
46368341,9961369,0.431848169,20251201
93235767,4549984,0.661347324,20251201
72044503,3992614,0.720958003,20251201
18920182,7234535,0.628703063,20251201
85341793,2212058,0.545999603,20251201
85921744,9202425,0.742299735,20251201
82062687,8021296,0.792582338,20251201
91238782,1307641,0.486195566,20251201
31589021,2685125,0.953242104,20251201
98161360,6649114,0.448658048,20251201
38862667,7646929,0.422315289,20251201
82182328,2963505,0.76703296,20251201
62142809,7722485,0.609531436,20251201
80152977,5267239,0.684686926,20251201
66503747,7077102,0.492706777,20251201
67823494,4815829,0.754826597,20251201
65465567,5088236,0.621038956,20251201
80109671,4509816,0.839479505,20251201
76513865,2412523,0.460547319,20251201
22109698,2713204,0.309301539,20251201
84344938,2509096,0.742525419,20251201
58246122,8223848,0.811241544,20251201
39077507,4809370,0.510718651,20251201
56280057,4415684,0.413618421,20251201
97028511,8700971,0.372479048,20251201
87181492,8984765,0.8223739,20251201
85032865,3105817,0.85667823,20251201
51651942,4192014,0.375966558,20251201
80572405,4705655,0.847755821,20251201
44658054,8557419,0.306629114,20251201
71754892,7044653,0.637801102,20251201
67560693,5900196,0.489400465,20251201
32481883,3116138,0.722813125,20251201
33981698,4470626,0.779845813,20251201
15501982,1259621,0.495041637,20251201
22579156,7336289,0.775238558,20251201
49025678,9269703,0.77622059,20251201
53008954,8079890,0.874196978,20251201
24860865,3783649,0.182609994,20251201
47520042,5344216,0.565253626,20251201
64375976,9618408,0.664444643,20251201
30931294,4828783,0.4024919,20251201
40441320,8552048,0.310922404,20251201
43076062,6196770,0.740171517,20251201
55454849,5490364,0.685547029,20251201
42975320,6266469,0.709893821,20251201
76325014,3012466,0.647467685,20251201
39474600,4829312,0.211843459,20251201
49050707,3739173,0.534392277,20251201
44151766,7818965,0.798141988,20251201
26462421,6511399,0.800073014,20251201
71716900,4597492,0.713472373,20251201
31190154,8402507,0.689144286,20251201
36718882,5076984,0.569337046,20251201
81347675,9579694,0.411497635,20251201
95397212,6447863,0.654838982,20251201
70375883,8971444,0.442797385,20251201
92471320,9881639,0.664693013,20251201
86877156,3942982,0.43289921,20251201
53281938,3346174,0.572516756,20251201
79326115,8520677,0.612489591,20251201
39552508,3087574,0.526927276,20251201
51444734,7768869,0.544832878,20251201
58189130,2591985,0.585953189,20251201
96444370,8828641,0.314656656,20251201
86370443,7204997,0.603320211,20251201
54032766,5689352,0.60959916,20251201
68732859,5041851,0.771633296,20251201
28212084,6735379,0.809881957,20251201
82395263,4497456,0.496367537,20251201
59773415,4580155,0.784475914,20251201
57945004,2836813,0.645540446,20251201
78965516,2420596,0.802333702,20251201
66962585,9020244,0.53027018,20251201
16522037,7742828,0.641708177,20251201
35934004,4988556,0.934362016,20251201
25904706,8485518,0.644173763,20251201
76140383,6469239,0.924185369,20251201
13163245,6391731,0.825347298,20251201
28216413,2012766,0.852964073,20251201
63770052,5844484,0.681683608,20251201
72531830,1971749,0.778233933,20251201
55297440,7155382,0.760842991,20251201
87464715,1606190,0.826187179,20251201
92704606,5628188,0.687070321,20251201
21889255,4306114,0.696700215,20251201
95725997,2177401,0.682233279,20251201
67259723,5255978,0.62162978,20251201
18558617,2806054,0.237793366,20251201
65968468,3201203,0.676777061,20251201
75314405,9009035,0.606091236,20251201
62271201,4147097,0.821258455,20251201
17604389,4635445,0.586225161,20251201
57090470,1056340,0.751910547,20251201
94234583,3704706,0.161254207,20251201
75107485,4159795,0.771573719,20251201
22366713,7472402,0.635634191,20251201
96394464,2072541,0.840703902,20251201
96299221,9368876,0.286021788,20251201
25245597,2155460,0.834599962,20251201
82079575,6875196,0.763295449,20251201
46604539,1040554,0.741168363,20251201
63431379,8376413,0.76761268,20251201
50066767,7267424,0.781887065,20251201
80436168,8538020,0.747918238,20251201
99699386,9381553,0.941021441,20251201
81560334,8505936,0.470096646,20251201
93823427,6593909,0.648784006,20251201
95142434,8546192,0.662210868,20251201
18109488,1865818,0.454103999,20251201
32804501,6806910,0.639787089,20251201
74967090,9906844,0.877223957,20251201
63106829,4394767,0.405123645,20251201
14513155,9780265,0.444930177,20251201
18554427,5559942,0.858998555,20251201
56849264,5214110,0.950105781,20251201
65454912,3701100,0.833651059,20251201
25094740,1970822,0.320053607,20251201
25416217,8887244,0.362863006,20251201
21640619,7486653,0.722622224,20251201
60845554,4601829,0.691685393,20251201
10706827,9653212,0.56272322,20251201
61518745,2654482,0.621851523,20251201
52833579,8008295,0.379038362,20251201
51938663,5069871,0.317785971,20251201
71134862,6617825,0.176023148,20251201
57036859,1335171,0.573342786,20251201
75497387,6497486,0.457209728,20251201
78753104,7112517,0.602475217,20251201
92810596,9801262,0.756620505,20251201
81932023,4115068,0.269898169,20251201
56593556,1658073,0.384210552,20251201
54293788,1555072,0.481812215,20251201
31213772,2346004,0.430475845,20251201
63963409,3694976,0.857703387,20251201
22522189,8477302,0.654283384,20251201
93811260,2756675,0.413445547,20251201
86053982,2306017,0.572613735,20251201
20776022,1286865,0.686835329,20251201
80736028,4449667,0.531207836,20251201
20539320,6431344,0.8727119,20251201
74910266,3533493,0.616213895,20251201
17893810,5459342,0.872145746,20251201
53937407,3191002,0.429201747,20251201
69207694,8200035,0.826620143,20251201
75592974,1231497,0.286170337,20251201
47674746,2806224,0.491113764,20251201
92946111,6096260,0.636097437,20251201
79688926,8581831,0.581832669,20251201
28743827,4611155,0.653841532,20251201
70410826,1626844,0.842521402,20251201
75748111,5964311,0.876400426,20251201
40027397,3433538,0.779067438,20251201
76440818,3740573,0.498817388,20251205
90852988,9300289,0.723112516,20251205
83540284,9473146,0.541072708,20251205
78627892,3329070,0.713606531,20251205
67104768,6322124,0.305509601,20251205
34348144,5867529,0.417059627,20251205
81570064,9650862,0.804032984,20251205
42777281,9515900,0.570194713,20251205
57897713,4150053,0.642931394,20251205
38299597,1228816,0.501357134,20251205
38171536,1020605,0.41620293,20251205
24185048,1041814,0.420172082,20251205
96516790,8031389,0.713838823,20251205
23300503,7659088,0.285607284,20251205
17763293,8446408,0.368298808,20251205
94251470,2255871,0.527863566,20251205
59951184,1528330,0.563368757,20251205
49411362,2533713,0.412503565,20251205
76374220,6628322,0.729192806,20251205
44498783,1080937,0.755496236,20251205
21512945,6949160,0.746952683,20251205
75671713,9000147,0.593832205,20251205
25839954,2311604,0.56888791,20251205
59769375,7649736,0.347353597,20251205
95415951,5972720,0.658274513,20251205
94252597,9497477,0.754106065,20251205
42470468,3188789,0.722258911,20251205
80227133,3042061,0.670817554,20251205
65140821,1148065,0.865775518,20251205
53143260,7346138,0.588631307,20251205
22593530,8802198,0.060235357,20251205
43872352,1169055,0.873554422,20251205
68672626,5425256,0.728162696,20251205
98796838,7516977,0.490919216,20251205
74598420,8035291,0.525648494,20251205
86170317,9372665,0.628257017,20251205
95607518,7506036,0.795475028,20251205
48142331,9284914,0.725963715,20251205
20663071,9943346,0.892228319,20251205
34387046,9347535,0.340343986,20251205
86548030,4941580,0.609266914,20251205
89014141,4663310,0.722341078,20251205
67336648,4847955,0.733876869,20251205
21046644,9556402,0.822955741,20251205
20972950,3535799,0.489306653,20251205
53035489,7771059,0.642694459,20251205
62943219,6626324,0.606230077,20251205
12914076,1555550,0.54101794,20251205
71748672,5375012,0.297100142,20251205
59005901,2752559,0.867169948,20251205
11107241,7558849,0.722755864,20251205
