CUSTOMER_CODE,LOAN_ID,AGE_AT_CUTOFF,INCOME_M,REGION,ASSET_TYPE,DIGITAL_ACTIVITY_SCORE,SCORING_DATE
66606906,6020635,43,7.269340609,MB,OT,,20260101
65398520,2273127,28,15.63153072,MB,XM,,20260101
11102303,6133794,26,10.31988479,MN,XM,,20260101
72135388,6085795,41,11.59257797,HCM,XM,,20260101
12303298,1119136,44,15.19981566,MN,XM,,20260101
40194774,4330905,34,11.72884419,MN,XM,,20260101
88833956,6479358,39,11.3200279,MN,XM,,20260101
34999953,7478428,18,24.55890854,MB,XM,,20260101
86111391,8109603,30,6.857054923,HCM,XM,,20260101
23016180,7542331,,18.51271649,MN,XM,24.66332621,20260101
39605786,5320182,,6.602485402,MB,OT,11.96406587,20260101
48133504,5622341,,7.006392947,MB,OT,20.82781334,20260101
18623588,4010089,,11.17379962,MB,OT,76.75273856,20260101
86358385,2422025,,18.30828173,HN,OT,20.49889403,20260101
71731705,5994574,,10.19056554,MN,OT,35.29071863,20260101
13665594,5831418,,18.06495938,HCM,XM,33.1225504,20260101
80440499,6594968,,9.251167643,MB,XM,23.39755723,20260101
38661364,2239638,,11.7458918,HCM,OT,15.69010474,20260101
36633333,5273068,,12.64073107,MB,XM,41.28467772,20260101
85812298,5057787,,7.957344859,MT,OT,30.95006544,20260101
48698154,2727838,,8.673905094,MN,OT,35.12564111,20260101
97031972,9528879,,22.21363672,MB,XM,25.49818082,20260101
59340143,9723898,,12.65705926,MN,XM,35.94908871,20260101
43773493,4786882,55,5.135131097,HN,XM,47.93751326,20260101
38462585,5649774,27,48.76035858,HCM,OT,16.92828843,20260101
28602757,1600611,23,11.18817592,MB,XM,24.42543897,20260101
12936457,3377818,30,18.79120273,HCM,OT,42.32174564,20260101
61922151,8040552,43,9.559278707,MT,XM,29.83794104,20260101
73339035,9309564,51,11.62587617,HN,XM,47.86687007,20260101
94397923,4482771,40,10.85736659,MB,OT,3.788383816,20260101
61292191,7172061,30,7.732580959,MT,OT,7.872047516,20260101
57357505,4729866,38,7.343749024,MB,XM,30.43988823,20260101
54096149,4097506,33,5.659808209,HCM,OT,28.40121803,20260101
58561274,2952094,28,12.33731437,MB,XM,,20260101
78716482,5827427,44,11.63926182,MB,XM,,20260101
63848668,2448718,52,21.5687234,MT,XM,,20260101
35179957,2564036,34,7.031117207,HCM,XM,,20260101
97858694,4155626,42,9.979962817,HN,OT,,20260101
74909367,6627220,21,7.11648358,MB,XM,,20260101
28135701,7796832,24,12.34118976,MB,XM,,20260101
73326630,8148564,34,10.22825958,HN,XM,,20260101
26176042,2363538,,15.90490767,MB,XM,,20260101
46416515,9794343,,10.68828234,HN,OT,,20260101
25061302,5243043,,8.953702503,MN,XM,,20260101
73977478,7773905,,7.29471519,MN,XM,21.45204038,20260101
57084469,9609924,,11.78519564,HN,XM,29.13915692,20260101
54758424,8202388,,18.12109843,HN,OT,38.91173865,20260101
89877895,9834925,,7.413091484,MT,OT,39.26692248,20260101
58319417,3141236,,5.695981805,HN,OT,24.96238214,20260101
50699019,6284448,,13.63090342,MT,XM,9.01501264,20260101
83943653,9660829,,9.210664991,HN,XM,14.37348416,20260101
78112338,2177564,,26.69000099,HN,XM,35.34826843,20260101
12573086,3732259,,20.55349721,MT,XM,52.04721889,20260101
48836470,3720732,39,9.001759115,HCM,OT,43.97854496,20260101
28009442,1171677,34,2.526454007,MT,XM,11.7245637,20260101
67876161,6547839,29,15.34699287,HCM,XM,18.3042989,20260101
94706006,8383169,35,6.628425261,MN,XM,18.88131442,20260101
63758008,4086642,47,10.82582086,MN,XM,8.49542077,20260101
37991582,5503020,39,3.972899639,MN,XM,25.96205089,20260101
65763965,3697364,43,9.432153148,HCM,XM,38.29617276,20260101
26348668,4436054,35,27.12503681,HN,OT,39.87846751,20260101
55066807,1344267,51,13.56022202,HCM,XM,,20260101
32864025,5191161,30,20.62747392,MN,XM,,20260101
65960664,6747559,30,4.219035873,HN,XM,,20260101
79860680,1177984,44,6.433616759,MN,XM,,20260101
14066072,2138665,36,5.948335398,HN,XM,,20260101
50665945,9547720,51,3.919766846,MT,XM,,20260101
46784999,7932244,49,9.547125426,MN,XM,,20260101
49595286,9898327,42,4.054984482,MT,XM,,20260101
64852417,6572435,49,13.03395609,MN,OT,,20260101
97566371,1973951,42,5.826499422,HN,XM,,20260101
62526944,8727787,35,8.065713424,MT,XM,,20260101
18717231,6382199,29,2,MT,XM,25.82724565,20260101
97315010,1830104,40,6.028556465,MN,OT,14.05437862,20260101
97538925,1774542,44,5.624929131,MT,XM,27.40579573,20260101
89328504,9117207,37,12.03346143,MN,XM,17.00644622,20260101
40021944,9337183,28,12.75638922,MB,XM,38.60454011,20260101
54706565,6822257,39,19.42321913,HCM,XM,15.45205481,20260101
63930042,1083848,39,11.13983962,HN,XM,24.39999331,20260101
65623764,5506983,33,4.048337855,MT,OT,13.10027524,20260101
91828017,3600254,29,11.84814275,MN,XM,20.14914597,20260101
27084286,3686964,29,15.1301489,MN,OT,45.56617419,20260101
46381505,7219861,38,6.996962585,MB,XM,39.23554152,20260101
31788076,9797699,57,14.79681556,HN,XM,25.62336415,20260101
79843479,4987413,30,32.72382021,MB,OT,52.25500241,20260101
92962665,4023050,42,13.71803115,MB,XM,44.52014704,20260101
10191320,5629967,24,16.18443423,MN,OT,24.66941646,20260101
59536905,8807355,23,7.434148293,MT,XM,21.42319833,20260101
55273056,1806932,29,10.47750346,HCM,XM,27.61931324,20260101
97775557,7417029,38,14.215036,MT,XM,15.93207556,20260101
48987394,9222161,27,5.523203238,MN,XM,42.08792354,20260101
79578224,9681701,36,7.96607274,MB,XM,29.84958725,20260101
14746704,6290526,37,5.386150975,HN,OT,55.78959221,20260101
95925536,3772860,38,10.92921254,MB,XM,42.98017507,20260101
29838067,5381672,30,10.0806353,MN,XM,7.459180685,20260101
57998875,3075932,49,9.704296482,MT,OT,34.52704784,20260101
63516358,4769998,52,11.58464007,MB,XM,17.72310212,20260101
46106865,1408810,44,11.24689711,MB,XM,25.69811014,20260101
98194777,7385569,43,6.511035631,HN,XM,10.78087889,20260101
86391866,4288350,43,15.34634486,MT,XM,43.90500261,20260101
28538253,6841683,30,6.838746595,MB,XM,33.28021905,20260101
53854800,2529934,22,9.08665158,HN,XM,20.56302448,20260101
30793211,6807264,33,12.26430314,HN,XM,28.13205643,20260101
31406017,3086984,34,11.76334488,HN,XM,51.08649592,20260101
35369531,4649517,46,9.902572301,HN,OT,11.35804043,20260101
29154701,3184961,42,10.70632455,MB,OT,14.55215363,20260101
45110102,3474674,45,6.461197002,MB,XM,33.0006965,20260101
85642172,4876930,32,4.335042637,MT,OT,49.07392094,20260101
44422018,9915646,37,8.378338833,MT,OT,48.32692665,20260101
50224673,5573399,37,5.203548183,MB,XM,62.01706716,20260101
94437368,4595563,47,2.901927552,MT,OT,45.63369479,20260101
42635654,3793596,27,11.21376488,HCM,XM,44.96150723,20260101
31199935,2221656,39,10.92339203,MN,XM,6.070407464,20260101
73566645,2466082,36,7.108707047,MB,XM,21.79834357,20260101
30000690,5246116,33,12.56453025,MB,XM,12.03035107,20260101
46755361,8369014,51,,HCM,XM,26.367428,20260101
18196097,4736676,33,,MN,XM,20.04056873,20260101
50566055,8887590,32,,MT,XM,20.26533122,20260101
21713381,3124789,43,,MN,OT,42.84743947,20260101
55643741,1617823,25,,MN,OT,27.67904248,20260101
14340151,5764291,46,,MT,XM,40.78275983,20260101
60540646,8150730,32,,MN,OT,25.71824592,20260101
85115234,1032646,40,,HN,XM,18.55927046,20260101
24195438,6454979,38,,MT,XM,13.57639721,20260101
10940261,1761968,41,,MN,XM,28.4360964,20260101
56277970,6428625,45,,MN,XM,28.68893731,20260101
41839769,5733837,38,8.617435493,HCM,XM,42.34640066,20260101
63378762,6282514,44,31.104088,MT,XM,27.49540042,20260101
35055579,7099865,31,4.823405466,HCM,XM,44.59179698,20260101
72772994,6785714,27,14.70520576,MB,XM,31.0817571,20260101
49235247,5293494,27,11.45317371,MB,XM,25.61170294,20260101
91432758,1835475,40,14.20156856,MT,XM,65.48482796,20260101
94360473,2443206,49,12.23467142,MN,XM,,20260101
44004489,2103354,31,18.5065579,MT,OT,,20260101
99466714,9572122,30,12.17649778,MB,XM,,20260101
49031545,3240699,36,5.179889311,HN,OT,,20260101
54043688,1227101,45,5.2507907,HN,XM,,20260101
57730465,3460627,46,5.633654678,MT,XM,,20260101
29646685,9493602,44,5.787131116,MB,XM,,20260101
61564311,2390034,40,14.78475219,MT,OT,,20260101
83490872,2291477,26,7.311414671,HCM,XM,,20260101
13723141,3753156,32,7.803867245,MT,OT,,20260101
51345188,8643802,44,11.89886022,HN,XM,,20260101
86674919,9143181,51,42.28575986,HCM,XM,,20260101
28247912,6487335,,4.259632068,MN,OT,,20260101
81294640,5019336,,7.110515277,MT,OT,,20260101
34614773,7627984,,7.620529131,MT,XM,,20260101
87894970,8567492,,13.1877138,MT,OT,48.97192346,20260101
95197525,1610491,,9.548858533,MT,OT,54.28326231,20260101
41604478,9890029,,3.007765991,MN,XM,47.83649707,20260101
76583110,9016060,,21.15686489,MN,XM,35.96818684,20260101
33434675,9522357,,15.49560998,HN,OT,61.44473669,20260101
81531978,2446407,,7.111241976,HN,XM,17.36137015,20260101
54100319,7127962,,9.753699191,HCM,OT,23.69544536,20260101
60499521,5747858,,7.860150693,HN,XM,31.51514074,20260101
61999260,7031788,,5.332864593,MN,OT,33.24451109,20260101
37129716,2378382,18,3.631792976,MT,XM,52.61600296,20260101
22738209,7151875,37,8.597097275,HCM,OT,18.7884167,20260101
25783289,5671782,44,3.89090215,HN,XM,7.946745943,20260101
34639407,4455385,25,6.700346441,HN,XM,29.69950285,20260101
76501953,3248823,44,7.173648748,HN,XM,30.09068705,20260101
29526500,4932254,36,7.520711262,MB,OT,31.36408181,20260101
79334106,1753936,50,10.64470318,HN,XM,31.18425298,20260101
63159548,9093046,44,12.10161448,MN,XM,8.746476877,20260101
40271188,9566031,33,14.10368906,MN,XM,76.68588605,20260101
10878171,2885082,54,4.736304992,MB,OT,48.13221027,20260101
16120980,1094666,43,4.725304285,HN,XM,64.06672321,20260101
57782333,1635092,31,3.219788683,HCM,XM,15.63740109,20260101
49718195,8988780,31,9.513144492,MB,XM,18.78880994,20260101
36992922,5935860,31,13.93010473,,XM,0.547094939,20260101
11876302,4398628,38,12.7620908,,XM,23.83992344,20260101
59439061,3844914,47,10.48024214,,XM,19.90727641,20260101
88014812,1875843,37,2.563214792,,XM,30.55884818,20260101
92404510,4031899,27,14.04555628,,OT,3.038420719,20260101
99028644,8700254,36,5.912101821,,OT,16.71056949,20260101
63570630,8667360,36,30.80199913,,OT,24.48151087,20260101
33812325,2129641,45,16.67589318,,XM,12.19248804,20260101
61324489,6044375,43,16.3042542,,XM,19.1355105,20260101
84001299,1031350,41,8.507737426,,XM,21.70884032,20260101
73070489,9989968,58,11.1880256,,XM,36.74572919,20260101
84039595,3685812,34,7.589146656,,XM,40.7838394,20260101
96222644,4646488,30,6.839567332,,XM,13.43069938,20260101
22675495,4162459,43,23.66340553,,XM,29.31040968,20260101
39172287,2227455,44,24.26848673,,XM,17.64600379,20260101
64522326,1813354,46,4.12840791,,OT,6.128624062,20260101
13459056,5713390,32,5.53377749,MN,XM,25.99379057,20260101
37581034,3047981,41,20.67325665,MN,XM,29.40417067,20260101
76498612,1876060,34,10.10737108,MN,XM,6.68490753,20260101
53449557,1907386,30,9.012703864,HN,XM,,20260101
86739281,7733316,22,9.015752334,HN,XM,,20260101
78586451,4530335,45,14.17004788,MB,XM,,20260101
56750821,3436466,31,9.601968037,HCM,OT,,20260101
83450691,8749825,25,12.91199558,MT,OT,,20260101
19888709,4979574,18,10.41924185,MN,XM,,20260101
43322097,7963041,24,12.04166164,MT,OT,,20260101
68032256,2301246,42,15.18845423,HCM,XM,,20260101
43970008,3379297,33,8.195476364,MN,XM,,20260101
18881792,3882137,40,8.015395529,MB,XM,,20260101
74328792,6289968,41,5.041521587,MB,XM,,20260101
28359949,4015604,42,11.31940588,MN,OT,,20260101
80505176,3920064,42,,MT,OT,,20260101
19765626,9123156,52,,HCM,OT,,20260101
33432907,5952489,41,,MT,XM,,20260101
57566519,9011231,35,,HCM,XM,,20260101
40136790,4702888,26,,HN,XM,,20260101
50828277,4873414,44,,MN,XM,,20260101
37652859,6589879,39,,MB,XM,33.2526304,20260101
62941765,9706255,43,,MN,XM,34.97716182,20260101
78988380,2533069,51,,MB,XM,41.63381199,20260101
50763235,9773133,44,,MN,OT,24.82360267,20260101
21102930,5523462,32,,MT,XM,13.02774037,20260101
46670388,4506496,30,,MT,OT,71.09210499,20260101
84020114,1174517,32,,HCM,XM,9.433472118,20260101
81872728,8697218,44,,MN,OT,16.61187392,20260101
28089868,5268951,39,,MN,XM,56.76668505,20260101
45876831,3847361,31,,HN,OT,5.985345083,20260101
53280150,2274154,26,,MT,XM,40.51259089,20260101
92831731,4283262,52,44.75246529,MN,XM,38.48708478,20260101
26238787,1375298,25,21.85463682,MT,XM,25.12222606,20260101
20824566,2961216,23,15.94312604,MN,XM,14.89697723,20260101
71560507,6929667,40,7.973453172,HCM,XM,52.02259095,20260101
79597575,5930593,46,9.702807939,,XM,21.15765153,20260101
45097654,7346515,53,14.1211556,,OT,44.5105035,20260101
18586769,4349056,35,4.203659357,,XM,16.47262047,20260101
97130118,7734069,44,16.89557952,,XM,5.785300633,20260101
24655583,4752944,49,11.21462714,,XM,8.762294694,20260101
59434155,2631272,35,13.88997485,,XM,33.27512269,20260101
69903723,5821739,29,5.145490235,,XM,13.97694087,20260101
57022873,6040173,47,13.26047063,,XM,57.49577183,20260101
10782380,6111966,48,15.62977174,,OT,40.50774726,20260101
53479561,6887214,41,16.96426442,,OT,14.0249804,20260101
46691225,9560139,28,7.714587706,,XM,22.61573385,20260101
12221215,9421256,41,4.562923981,,OT,31.66131429,20260101
10199324,5175030,40,22.5966165,,XM,10.44812093,20260101
10661688,3897044,37,10.01212038,MN,XM,38.18607586,20260101
84191118,6523204,32,18.53446686,HCM,XM,5.705193219,20260101
43323255,5321688,26,15.32466663,MT,OT,11.80957839,20260101
73067270,7387973,42,11.87309403,MN,OT,23.83832003,20260101
60227957,6553264,43,9.135778873,MB,XM,11.75616155,20260101
89461630,1128075,53,11.18149732,MN,OT,75.79273499,20260101
90034100,4683583,37,8.493196528,MT,XM,24.79545862,20260101
85108751,8875421,43,18.08466995,MB,XM,24.9510267,20260101
79363935,4916303,54,10.6519288,MB,XM,17.87827219,20260101
12595014,5637431,20,9.966378046,MT,XM,5.656935804,20260101
81996365,1527041,44,6.305422749,MN,XM,11.87116135,20260101
56934356,7027190,46,27.2997774,HCM,XM,5.053050675,20260101
86971354,8655349,49,4.907117444,MB,XM,32.32311558,20260101
85432039,3668028,39,11.76325395,HCM,XM,55.01672473,20260101
28861084,1886924,37,8.952423089,MT,XM,50.02073848,20260101
20176119,1396489,49,14.99850357,MB,OT,29.4295099,20260101
82372296,4868255,29,9.198444223,MT,XM,29.73485422,20260101
75380148,2244415,23,14.56606532,MN,OT,14.92341571,20260101
12922092,9519039,41,33.6106315,MB,OT,18.95366332,20260101
35803990,9452540,52,8.461485085,HCM,XM,26.83764098,20260101
74239016,1515031,48,18.16662907,MB,XM,37.72113592,20260101
39145678,6169531,,14.14906011,MN,XM,44.94458012,20260101
55242743,1304978,,7.650698713,MT,XM,16.36494676,20260101
69947809,2384523,,9.156460648,MN,XM,30.38971185,20260101
29767901,4616008,,13.09857251,MT,XM,40.50965498,20260101
19011402,2284962,,15.07079303,HCM,OT,44.9986116,20260101
74463763,8553737,,16.77674609,MN,OT,9.160143964,20260101
14614586,4290957,,15.63501141,MN,XM,58.59166624,20260101
31593293,2531786,,17.60025995,MB,XM,57.93873952,20260101
78727101,2632059,,24.86708205,HN,XM,7.001799219,20260101
78943723,5181023,,19.25767429,MT,XM,49.42594313,20260101
90181642,7306559,,4.862996609,MN,XM,13.11546795,20260101
51760279,7722289,,7.902689426,MB,OT,17.97628914,20260101
17601784,9675353,,7.157563949,HCM,XM,20.57386503,20260101
94632810,4034672,,7.373345522,MB,XM,6.050560782,20260101
28645908,7970727,,12.92774035,HCM,XM,32.49287081,20260101
97321755,4063372,,26.1712604,HCM,XM,44.17426963,20260101
81518029,7823716,25,16.77797792,MN,OT,29.48771729,20260101
10542123,1979598,30,9.185625973,MT,XM,41.27172128,20260101
15874321,7192958,38,7.434099611,HN,XM,14.33968699,20260101
29368206,8014391,37,11.21313656,MN,XM,5.054059029,20260101
12750640,4082711,33,16.76877342,HN,XM,60.09846016,20260101
71690764,2748216,42,,MN,XM,32.30080839,20260101
99922299,2880502,33,,MN,XM,34.84188602,20260101
86598602,4662134,33,,MT,XM,52.9133416,20260101
92937278,5603037,39,,MT,XM,55.76699823,20260101
96488241,1437461,42,,MN,XM,26.1450446,20260101
19748698,2177629,30,,MB,XM,6.440237294,20260101
94572330,6819937,33,,MN,OT,51.66027663,20260101
22945289,2897082,37,,HCM,XM,40.73357497,20260101
46012218,9217719,41,,MT,XM,47.56755152,20260101
71625285,2619028,27,,MB,OT,45.44375538,20260101
69176995,3310767,40,,MT,XM,3.688386492,20260101
22569523,2584360,49,,HN,XM,24.44231256,20260101
23762328,8221104,31,,MT,XM,31.42162514,20260101
61118735,7750871,38,,HCM,XM,31.82375662,20260101
47691727,2391383,44,,HN,XM,8.663704627,20260101
63694664,9599464,39,,HCM,XM,37.70511455,20260101
52844940,7223968,34,,HN,XM,34.73800696,20260101
89438822,1632379,43,13.3821391,MT,XM,11.89042204,20260101
78154855,5560452,50,21.08249656,HN,XM,48.12553095,20260101
94883757,6242506,38,6.949067928,HCM,XM,27.85434976,20260101
83652199,5076325,37,13.42904383,HN,XM,31.55343527,20260101
21158225,9656602,44,10.77125946,MN,OT,22.76581823,20260101
91871305,9934372,38,11.24416952,MT,XM,11.94899813,20260101
90919038,5902609,32,4.243400764,MN,XM,28.40819455,20260101
44416368,8882375,34,9.335595949,HN,XM,2.167304559,20260101
91724477,4059641,46,17.39850666,MT,XM,23.70285383,20260101
94701188,6416649,41,9.884816713,MB,XM,2.612406706,20260101
12858785,6593123,39,20.34582024,MN,XM,63.50661238,20260101
30772282,1771195,32,13.56374365,HCM,XM,27.42103154,20260101
24618845,9997089,43,8.840809174,MB,XM,52.66977272,20260101
21885259,1765941,45,10.07748382,MT,OT,10.67803052,20260101
74666954,6041164,34,11.18057687,MN,XM,40.3367782,20260101
94625924,4408010,44,10.82196472,MB,OT,16.87049306,20260101
73226815,3125071,37,10.26531556,MB,XM,36.6722003,20260101
18235342,3780080,34,2.958874418,MN,XM,11.93671142,20260101
48652605,7548077,29,8.223395929,MN,XM,5.273442524,20260101
91160117,2675860,59,10.8727704,MB,OT,52.22831313,20260101
61426206,4980891,33,16.84788147,HN,XM,47.86088489,20260101
71865632,4170311,63,14.58469243,HN,XM,5.087563345,20260101
99441900,7431416,18,4.697977195,HN,XM,1.94373476,20260101
49073154,1910867,41,10.26313443,MB,XM,5.033632884,20260101
51720221,2002160,36,3.231773762,MN,OT,4.6944651,20260101
61162894,1149568,35,8.287388091,MN,XM,0.943642918,20260101
82416345,2286474,43,3.856354232,MN,XM,32.784498,20260101
10051129,4245395,29,7.093444216,HCM,XM,25.74088314,20260101
68263930,2835822,44,11.57763039,MT,XM,42.07846674,20260101
51315115,4027344,36,15.65901809,HN,OT,39.41717484,20260101
75623352,8553172,38,5.754273778,MT,XM,31.60398448,20260101
18584279,8591328,29,31.35606005,HN,XM,6.402979105,20260101
40842193,8024021,33,8.677830011,HN,XM,30.17486219,20260101
17032771,9644672,41,12.36887709,MB,XM,28.17107371,20260101
75889143,5554741,33,12.68534995,HN,XM,26.62428273,20260101
40893730,1474800,34,9.998861715,MT,XM,33.1238964,20260101
72112614,1166433,27,7.872213159,HN,OT,16.02550803,20260101
76809195,8473052,37,18.72362382,HN,OT,20.44838338,20260101
60537438,1495201,50,10.88443638,MN,XM,34.32270149,20260101
32643828,2323393,33,11.52474385,MT,XM,16.84121429,20260101
68804874,3217686,40,3.85369549,MN,OT,0,20260101
75600483,5901686,43,8.434788353,MT,XM,18.74458123,20260101
87780945,3531898,43,14.88385121,HCM,XM,38.3246303,20260101
60658338,6877362,34,11.60484898,HCM,XM,39.84831681,20260101
77641120,3236680,32,14.32477218,HN,OT,56.28011854,20260101
18208503,2540774,35,8.899152644,MN,OT,38.2370565,20260101
49734457,6828677,38,11.29551771,HCM,XM,35.54919672,20260101
68846189,7803023,44,13.71848232,MT,XM,62.61881022,20260101
26899273,9259812,62,8.030492557,MN,XM,7.394762015,20260101
39116223,5100701,27,9.604387527,MT,XM,29.86112434,20260101
72692520,1816498,33,8.303647613,MB,XM,41.95035481,20260101
33795362,7791793,39,7.051432791,HCM,XM,12.9402748,20260101
33963356,8659483,44,11.17704576,MT,OT,,20260101
62475848,4387369,38,8.884195383,HCM,XM,,20260101
58768879,5153112,29,8.891627704,MT,XM,,20260101
35931538,7814778,46,5.922456314,MT,OT,,20260101
65123738,2951276,28,11.23247021,MB,OT,,20260101
45154654,1035391,52,3.649982201,MT,XM,,20260101
24568367,7401815,40,14.72104919,MT,XM,,20260101
27193641,6014228,30,12.55198055,MN,XM,,20260101
67792551,2655801,38,9.024719034,HCM,OT,,20260101
74511673,9500903,23,3.934933441,MB,XM,,20260101
73586484,6280953,30,7.498057779,HN,XM,,20260101
63352147,4743037,33,25.09627668,HN,XM,,20260101
77882057,4889100,52,13.35620713,HN,OT,30.94159413,20260101
15737306,4742092,22,10.02748939,HCM,XM,6.127301715,20260101
97998284,4861882,49,8.645327208,MN,XM,35.58895683,20260101
74256897,2392404,18,5.911383872,MN,XM,9.200971665,20260101
12924668,1995761,50,14.44429111,MB,XM,5.549863207,20260101
72324810,6300704,31,7.474678916,MT,XM,58.96098511,20260101
57781597,8542838,31,25.28615424,MT,XM,35.87363513,20260101
82023128,4237076,39,15.06360287,HCM,OT,21.51790764,20260101
42878551,3578202,36,9.684277526,MB,XM,30.96456444,20260101
85050311,9870013,38,2.425084456,MB,XM,34.23392761,20260101
71659404,9167258,38,5.692651424,HCM,XM,40.60504222,20260101
80398370,2069607,46,9.777567816,MT,OT,13.41888857,20260101
76704162,1820542,21,9.606350159,MT,OT,25.16516643,20260101
47972880,9505401,39,10.17266558,HCM,OT,23.76618942,20260101
24826671,3700124,36,5.653876259,MT,XM,34.7312434,20260101
76202774,5216635,28,7.014847632,MT,OT,31.56600695,20260101
80113912,6523975,47,3.230825224,MT,XM,46.61909928,20260101
42286719,9099564,49,16.93995866,MN,XM,23.32108594,20260101
82729320,2854857,37,8.293552498,MB,XM,16.20815804,20260101
83421264,1203130,54,21.29619884,MN,XM,23.97179079,20260101
80643893,4168469,70,12.59697887,MT,XM,23.98083541,20260101
30539030,7920996,22,11.74504159,MN,XM,50.87360035,20260101
54143229,4777404,33,13.50963409,MN,XM,36.59498327,20260101
11682360,6911866,35,5.48923257,HCM,XM,48.78656141,20260101
92395711,9915878,46,7.786758014,HCM,XM,0.48197692,20260101
68532280,9007299,42,22.65760224,MB,XM,21.13450493,20260101
32988192,3497326,46,17.33287519,MN,XM,23.00624219,20260101
56012232,5113884,22,2.506726115,HN,XM,28.56439397,20260101
27961812,8018080,46,12.06452917,HCM,XM,51.71037565,20260101
66991398,9359025,34,7.790451481,MT,XM,56.66072969,20260101
73680777,5208169,33,10.36393985,HN,XM,47.35960521,20260101
14682461,9294398,33,7.758649943,MN,XM,13.31000165,20260101
34028953,8329734,29,7.273956468,MB,XM,49.93173218,20260101
96717581,1242112,32,17.28344396,MN,XM,9.851977403,20260101
89528294,2542036,37,13.05828779,HCM,XM,39.72905574,20260101
79061455,5237375,40,7.227657254,HCM,OT,9.14327859,20260101
74948665,4145996,55,8.802662473,HCM,XM,32.14661633,20260101
32090533,2728748,49,12.57859502,HCM,OT,23.81692536,20260101
83399655,4500855,37,21.35649528,MB,XM,8.270585431,20260101
11613594,7327028,39,4.746389976,MT,XM,41.91467463,20260101
66977493,6412934,51,9.255462195,MT,XM,11.34669794,20260101
23481257,8765892,39,15.98380633,MT,XM,32.13838312,20260101
99468343,8362009,44,17.83003097,MT,XM,26.08718425,20260101
97413911,6867018,37,14.82353061,HN,OT,49.06558114,20260101
85276538,1454288,34,18.37893821,MT,XM,18.73982268,20260101
70838134,8313754,32,5.916764499,MN,XM,10.02782085,20260101
29273919,2259285,26,8.24410824,HCM,XM,71.06198022,20260101
58000227,8024867,46,2,MN,OT,61.5936864,20260101
75605685,9599189,53,14.23347176,MN,OT,24.9219874,20260101
31673387,7119501,41,10.4926198,MT,XM,48.22528228,20260101
65128273,5433479,37,10.51089908,HCM,OT,16.79688762,20260101
18574770,8250818,49,13.06940224,HCM,OT,18.43928787,20260101
73848531,5698657,41,22.78460648,MN,XM,52.1901848,20260101
98216407,3477880,35,7.679304389,HCM,XM,15.57844237,20260101
67603013,4393513,28,20.88709197,HN,OT,24.33827971,20260101
16034497,7297517,29,5.274268583,MT,OT,16.43215651,20260101
39366760,7741054,38,8.536730417,MT,XM,35.06345435,20260101
85435461,3649867,39,11.06410224,MT,XM,25.81379332,20260101
26324937,5506369,45,15.43209225,MN,XM,40.46384809,20260101
38519348,5973917,49,9.942184846,HCM,OT,44.77758983,20260101
91623304,9487434,35,8.73908032,MT,XM,26.32529667,20260101
29518390,4868018,48,21.81521789,MT,XM,33.36429147,20260101
