CUSTOMER_CODE,LOAN_ID,AGE_AT_CUTOFF,INCOME_M,REGION,ASSET_TYPE,DIGITAL_ACTIVITY_SCORE,SCORING_DATE
80054513,7239406,39,8.092134991,MT,OT,36.354,20251201
78390948,1226345,26,15.81450332,MN,XM,22.854,20251201
27517483,8249221,40,5.537165363,HN,OT,32.906,20251201
42751542,9758162,40,8.853879382,MN,XM,27.468,20251201
52004889,2000021,40,27.28589734,MT,XM,58.553,20251201
54801238,1867689,39,14.08492703,MN,XM,61.437,20251201
13942338,9410567,32,4.966549827,MB,XM,36.89,20251201
59191254,2123985,43,5.969455746,MT,XM,11.271,20251201
23886054,4668642,32,22.27917889,MB,OT,18.479,20251201
76903830,8838675,28,10.4516504,HN,OT,15.331,20251201
71474405,2250861,44,8.714286393,HCM,XM,20.455,20251201
93027504,6971546,46,6.773851812,MN,XM,8.169,20251201
77028593,4443531,43,8.532506775,MB,XM,6.129,20251201
42997838,4924652,36,20.27784963,HCM,XM,51.863,20251201
97075874,9379564,21,7.046800885,MN,OT,24.694,20251201
46976531,6841210,51,7.400764117,HN,XM,31.28,20251201
39324281,3874990,20,13.49544233,MN,XM,55.469,20251201
91498217,9414862,43,5.94609864,MT,XM,34.206,20251201
43341373,6226876,57,6.265758491,MN,XM,59.031,20251201
16870886,1894395,39,10.03151757,MB,XM,5.74,20251201
52260022,4533573,41,10.15805939,MB,OT,41.513,20251201
81611196,6781934,41,6.672342101,HN,OT,36.058,20251201
27052422,8742702,40,12.66920614,MN,XM,47.191,20251201
51664650,1351956,59,11.15615768,MB,XM,13.798,20251201
21692935,8025753,30,3.727838465,MB,OT,51.26,20251201
71783038,9246814,29,14.77349477,HN,XM,66.67,20251201
52813442,9948309,35,7.521746592,HCM,XM,20.393,20251201
39717669,6950610,54,14.96350866,MN,XM,22.814,20251201
30421841,3825179,33,28.28778872,MB,XM,37.865,20251201
60804989,2307879,42,9.670133406,MB,XM,9.571,20251201
70283258,9503976,48,7.243865181,HCM,OT,51.094,20251201
94627547,4712538,45,19.92511407,MN,OT,32.736,20251201
49343672,4093199,47,6.573361002,MT,XM,8.803,20251201
24461934,7605721,51,25.75955849,MB,OT,22.026,20251201
84941036,7435838,41,7.931214191,MN,XM,22.518,20251201
66678786,8284194,34,7.309115113,MB,XM,36.714,20251201
73023858,8944685,39,32.63972014,MN,XM,40.437,20251201
18750396,8893184,35,11.99026111,HN,XM,26.59,20251201
38112997,2537038,61,22.50118587,MB,XM,37.585,20251201
79105951,2526501,33,9.869716281,MB,XM,10.55,20251201
84903381,2850747,42,9.52481973,HN,XM,29.229,20251201
49169499,6645734,24,2.316334104,MT,XM,3.745,20251201
82428791,6228627,39,16.58400188,MT,XM,25.703,20251201
85752267,8715289,35,12.12432326,HCM,XM,15.444,20251201
44873053,8594422,44,9.456325507,MB,OT,34.426,20251201
90827885,8320330,44,13.44407119,MN,OT,14.293,20251201
35949529,1710545,51,10.19329139,MT,XM,21.217,20251201
31560200,7260433,50,6.239427994,MT,OT,65.084,20251201
71424594,8657926,37,11.98797908,MN,OT,31.404,20251201
67308563,9841523,30,9.090567194,HCM,OT,12.258,20251201
22577723,4088084,31,14.48498976,MT,XM,19.504,20251201
84946306,7990409,41,8.692373936,MN,XM,29.596,20251201
82440919,4656039,39,7.91099869,MN,OT,18.072,20251201
10662604,2447021,40,7.617787948,HN,XM,55.935,20251201
81715831,4058749,33,6.427536992,HCM,XM,55.311,20251201
80823193,3260956,51,7.700661221,HN,XM,43.567,20251201
80232787,9203318,25,12.41041011,MB,XM,17.91,20251201
69836576,2580737,33,6.873973462,HCM,XM,23.094,20251201
52441042,2177148,28,5.555965647,MT,XM,54.061,20251201
73464883,6217859,36,14.83935592,HCM,XM,29.437,20251201
34940945,6168469,49,9.332510412,MT,XM,26.766,20251201
60008225,6049961,35,14.68153491,MN,XM,24.415,20251201
51302419,2332972,39,8.957058389,HN,XM,40.775,20251201
55504562,5487051,44,7.513542229,HCM,XM,29.131,20251201
61186707,9357350,35,4.182762415,HCM,XM,14.066,20251201
13353608,1808269,41,5.683799472,MN,XM,20.907,20251201
22581729,8181381,40,6.464119076,MT,XM,3.242,20251201
32093304,2132057,28,11.50817286,HCM,OT,29.553,20251201
20307706,3104373,34,9.469638391,MB,XM,12.881,20251201
49565221,9083261,41,5.988451734,MN,XM,44.586,20251201
70156265,3680004,50,2.489823878,MT,XM,12.836,20251201
68898596,5701730,50,12.60242667,MB,OT,23.47,20251201
52398658,4433637,57,15.50678713,HCM,OT,29.022,20251201
86957199,6528223,42,16.19863779,MN,XM,18.043,20251201
17127766,4648758,34,6.173002387,MN,OT,21.8,20251201
78849896,4994453,37,16.70980378,HN,XM,27.363,20251201
61714055,8356084,37,13.27114271,MB,OT,16.732,20251201
67124648,5987086,34,13.2393612,HN,XM,35.224,20251201
60883598,6080799,41,7.37349587,MB,XM,12.713,20251201
59822145,8250200,42,9.357849782,MN,OT,49.377,20251201
18150978,4851543,27,24.98670451,HN,XM,7.694,20251201
60328643,8412178,48,23.132992,HCM,XM,19.193,20251201
81542134,7475001,21,9.761481953,MB,OT,49.2,20251201
37355508,8953598,36,11.005912,HCM,XM,6.91,20251201
64255441,5120783,48,3.337056253,HN,XM,39.047,20251201
12773605,6027965,43,18.25729336,HCM,XM,26.552,20251201
41274927,2154160,35,14.51815705,MB,XM,10.491,20251201
49304564,2002077,56,11.88314181,HCM,OT,8.652,20251201
98446454,1967402,34,7.399332412,MN,XM,12.562,20251201
29312620,6697059,20,10.33765783,MN,XM,6.182,20251201
34889349,3933609,42,20.81058744,MT,XM,26.402,20251201
46767577,3600222,22,11.98386636,HN,XM,42.945,20251201
99339904,6425831,31,37.2785813,HN,XM,7.571,20251201
86806275,4585487,44,15.00409822,MT,XM,35.739,20251201
13122366,2213571,34,6.316707635,MT,XM,54.054,20251201
31054553,6017015,43,8.143208419,HN,XM,56.731,20251201
83950699,5951206,28,7.012405276,MN,XM,23.381,20251201
15247246,2257179,46,15.35494215,MT,OT,28.329,20251201
87010375,3426486,23,17.80288817,HCM,OT,30.826,20251201
35324549,3135422,50,23.58778073,MN,OT,25.497,20251201
92588690,7258720,34,8.468893563,MT,XM,54.062,20251201
36423437,3242197,52,12.63649932,MN,OT,29.286,20251201
49088512,1254364,30,18.96877512,MN,XM,20.608,20251201
69572485,3400821,55,21.70411537,HN,XM,32.34,20251201
21365266,5221210,29,5.404985598,MB,XM,31.564,20251201
60132893,7924599,22,13.63506331,HN,OT,25.884,20251201
55451394,1470377,38,5.507260212,HCM,OT,0.959,20251201
80550838,8930970,49,7.401640533,HCM,XM,61.532,20251201
99649620,3974569,45,5.202763283,MB,XM,9.679,20251201
69788217,4083646,48,7.331010657,MN,XM,36.533,20251201
46826779,1140176,45,4.84396698,HN,OT,21.261,20251201
46574817,3487142,31,5.537869659,MB,XM,16.68,20251201
47616286,5221888,45,6.361718789,MN,XM,56.725,20251201
83261833,6634877,39,11.63635047,MB,OT,14.798,20251201
38909415,7903142,32,10.17090792,HCM,XM,50.377,20251201
25027562,5704456,40,4.395488308,MB,XM,32.543,20251201
40086229,1901980,37,39.38092993,HN,XM,43.256,20251201
12044086,4522850,51,7.832820683,MB,XM,68.472,20251201
19552832,7617003,33,5.144629771,MB,XM,29.146,20251201
18104307,6755928,33,13.38135187,HCM,XM,27.212,20251201
79439716,6257756,32,9.977149126,HCM,XM,21.906,20251201
75012340,5575187,55,6.66096857,HN,OT,23.636,20251201
72709370,5541446,32,12.15684731,MN,XM,12.76,20251201
51568950,9937256,50,7.144751787,HN,XM,2.814,20251201
74535265,6395348,29,8.625640365,MN,OT,45.22,20251201
24514459,6373890,43,20.80924149,MN,XM,24.473,20251201
91055950,4023073,40,10.63720367,MB,OT,32.531,20251201
55094029,5410331,49,13.59422548,MN,XM,28.802,20251201
94424624,7393055,48,7.702318643,MB,XM,40.347,20251201
23708089,8722206,39,10.79611002,HN,XM,15.899,20251201
54759706,8016991,33,6.801737851,HCM,OT,2.611,20251201
72668833,6961045,53,6.652839381,MN,XM,19.672,20251201
54606327,8004014,32,8.136805166,MN,OT,44.978,20251201
50154064,1296454,18,7.066258467,MN,XM,22.712,20251201
24959268,3425137,21,16.8037862,MB,XM,25.805,20251201
44291909,3187644,23,13.35851046,HCM,OT,33.938,20251201
31488963,6885162,43,3.178580645,HCM,XM,64.77,20251201
37136087,7780128,58,23.68108215,MN,XM,22.316,20251201
71533058,2332861,20,13.77907871,HCM,OT,30.752,20251201
66725432,2736320,31,17.72342717,MT,OT,40.274,20251201
64647678,5458776,39,9.180782617,MN,XM,30.316,20251201
42563134,9714762,52,4.737738788,MN,XM,24.747,20251201
96372331,1023663,31,5.158058343,MB,XM,34.998,20251201
17888492,8915126,43,23.48141279,MB,XM,25.967,20251201
40833169,2742280,36,4.432417421,MT,OT,13.414,20251201
20620531,3416656,61,4.853852982,MB,XM,42.096,20251201
40504942,6685606,39,8.054012621,HCM,XM,66.515,20251201
96570788,7558971,41,5.003801681,HN,XM,49.722,20251201
42963717,8869252,39,13.0547901,HCM,XM,39.411,20251201
91772261,1049479,34,13.57165413,HN,XM,50.794,20251201
54555908,1441254,47,12.29790877,HN,XM,52.472,20251201
72973641,5304093,28,7.355936844,MN,XM,38.134,20251201
51167573,6026974,20,11.55323435,MT,OT,16.791,20251201
33928296,3347639,37,24.3948295,MN,XM,52.241,20251201
97225872,6730974,45,4.882163953,MT,XM,8.748,20251201
33717237,3387220,33,17.47774161,MT,XM,2.674,20251201
80087580,9391517,40,14.97793794,MB,XM,25.13,20251201
33502599,2596858,27,9.487291177,MT,XM,31.681,20251201
74520116,6896293,48,10.86743011,HN,XM,61.496,20251201
81010589,5772877,44,11.95256507,MT,XM,38.22,20251201
50442534,1927294,38,6.13690958,MT,XM,67.71,20251201
76322763,6443523,40,4.42133428,MB,OT,18.304,20251201
34501740,2320698,25,15.73433158,MT,OT,10.148,20251201
17132816,5856259,26,5.366251701,MN,XM,12.41,20251201
18675186,6721876,37,5.78929571,MB,XM,21.805,20251201
50232134,1649583,43,7.727604378,HCM,XM,3.286,20251201
91234214,2940576,43,11.52860849,HCM,OT,58.331,20251201
21481916,3661324,35,7.790515686,MN,XM,32.298,20251201
51019865,9354748,45,6.962899405,MN,XM,17.753,20251201
73362884,2990499,51,16.10235844,MN,XM,5.555,20251201
28212702,9286183,37,8.465338417,MT,OT,23.911,20251201
74945475,5805831,41,6.70821913,MN,XM,9.739,20251201
37536095,9537901,36,12.18124565,MN,XM,16.946,20251201
82779466,8481563,37,10.29726162,HCM,XM,32.239,20251201
62129760,3636573,40,10.14463304,HCM,XM,26.097,20251201
59221653,6037924,53,12.48218341,MN,OT,41.481,20251201
25909550,7452548,46,9.335845826,MN,XM,24.684,20251201
51688531,1705300,45,15.25552487,HCM,XM,19.679,20251201
87095284,6967124,34,4.895831965,HCM,XM,40.831,20251201
11757159,5136996,30,18.6012196,MN,OT,23.681,20251201
78266756,1320433,42,6.334354661,MB,OT,16.931,20251201
54348614,8803129,49,4.411713866,MT,XM,37.66,20251201
74751665,3390085,54,6.742475901,HN,XM,22.861,20251201
69696820,8867704,18,8.396563927,MB,XM,33.221,20251201
48888373,2860900,60,6.9246846,MB,XM,24.828,20251201
37780047,5874933,42,6.171881301,HCM,OT,34.159,20251201
66457795,4337277,46,16.57461525,HCM,XM,47.108,20251201
22620184,9036961,22,6.470597081,MN,OT,34.893,20251201
62568816,9577482,36,3.233903765,HN,XM,59.522,20251201
18522522,7930562,45,8.392716636,MT,OT,30.751,20251201
68486193,8610413,27,27.80678655,MB,XM,27.583,20251201
66587075,7920219,18,5.874178333,MB,XM,36.057,20251201
17599988,3640821,41,6.377397939,MN,XM,41.221,20251201
78173909,9283598,38,8.172267477,MT,XM,21.636,20251201
47422665,5770283,51,21.64323605,MT,XM,7.495,20251201
80819780,4091253,37,8.354687233,MB,XM,25.615,20251201
13745275,2730394,37,5.994962243,MN,OT,37.709,20251201
26151084,7387938,44,11.99059369,MN,XM,47.984,20251201
54459173,3496905,47,11.55259269,MT,OT,27.423,20251201
26940265,6874061,32,12.75483386,MB,XM,31.523,20251201
39687508,1585029,47,5.879233703,MN,OT,37.241,20251201
69453913,6713264,33,7.540909088,HN,XM,49.395,20251201
23007176,6783457,38,17.556411,MN,OT,32.793,20251201
70993264,5722512,44,12.26920073,HCM,XM,13.742,20251201
19306266,6912286,46,14.9830674,MB,XM,34.453,20251201
25766665,9944047,41,9.733090098,HN,XM,55.862,20251201
62888010,8546513,28,16.95857406,MB,XM,30.966,20251201
81413490,4955950,21,11.578623,HCM,XM,34.153,20251201
25353366,8843965,36,7.696889371,HCM,OT,76.567,20251201
36999350,9590036,47,14.51696289,MB,OT,27.589,20251201
93260809,2440534,42,6.456291591,MN,OT,17.31,20251201
99071531,4230344,40,21.63603764,HCM,OT,26.729,20251201
62295501,7687367,38,16.55433868,HCM,XM,52.138,20251201
50233433,5634716,41,8.638524619,HCM,XM,18.291,20251201
41218282,2212368,29,9.116623334,MB,XM,11.843,20251201
65120672,5252622,45,10.6842039,HCM,XM,35.204,20251201
63182393,4363434,46,9.171987354,HCM,XM,43.97,20251201
36527772,7649368,35,19.33824608,MT,XM,1.878,20251201
12052348,5639828,42,7.638513727,HN,XM,34.72,20251201
23634847,2259292,23,4.717673528,MB,XM,30.858,20251201
96270328,1445229,40,8.786878299,HN,XM,27.211,20251201
47633941,3585736,37,14.56841675,MT,XM,8.403,20251201
53407308,2410873,49,16.60860145,HN,XM,17.736,20251201
52039679,8886518,36,10.58556301,MT,OT,27.625,20251201
80446169,3440044,46,7.283877811,HN,OT,18.66,20251201
15846090,6710453,34,9.781982459,MT,OT,34.512,20251201
17445699,2147880,18,7.206656328,HN,XM,48.021,20251201
34826251,4975430,36,3.15803018,HCM,XM,36.287,20251201
53799249,9406865,40,6.531002097,MT,OT,21.553,20251201
70401162,6790937,39,12.90715285,MT,OT,50.258,20251201
54163628,3594872,39,8.734268573,HCM,XM,8.732,20251201
49705126,7729017,33,8.570364814,MB,XM,38.596,20251201
24491704,5510544,35,17.39185085,HCM,XM,24.213,20251201
61455524,3115947,28,6.175539265,HN,XM,12.678,20251201
58802019,9968807,20,6.484914148,MB,XM,5.598,20251201
52614045,9438279,37,11.79947385,MN,XM,44.554,20251201
82683768,6099783,31,7.005273302,MB,OT,24.175,20251201
34027809,1298607,48,6.987830532,MB,XM,53.838,20251201
95839556,4703461,18,21.69762939,MB,XM,2.751,20251201
39841209,5625654,41,5.850715806,MT,XM,40.44,20251201
59050402,9368130,57,6.933297597,HN,XM,2.27,20251201
56860515,7596932,36,12.45386426,MB,XM,4.116,20251201
86480009,3002479,38,9.758445981,HN,XM,28.661,20251201
49502030,5590202,42,5.032176278,MT,XM,23.152,20251201
35610306,2615506,43,24.40025706,MN,XM,42.021,20251201
11945087,5264563,34,6.722441755,HCM,OT,42.777,20251201
42731042,5818278,29,8.844719271,MB,XM,12.807,20251201
84366272,5588079,44,12.44098973,HCM,XM,30.124,20251201
10892457,4845715,21,29.48161442,MB,OT,23.913,20251201
90654468,4935247,45,8.14752946,MB,XM,15.276,20251201
58854437,8172873,34,6.314694921,MN,XM,32.248,20251201
22622417,5552801,38,12.82563049,MB,XM,37.598,20251201
37196139,1378090,33,28.40756082,MB,XM,39.567,20251201
59863252,7667453,51,10.7034225,HN,OT,45.661,20251201
38412294,6559531,40,8.669839078,HN,XM,60.449,20251201
19771816,7261213,35,12.16100461,MN,XM,29.448,20251201
69938998,7396111,35,3.542735254,MN,OT,11.573,20251201
70501607,2558729,37,7.352755818,HN,XM,31.312,20251201
20698682,9747249,60,4.014568947,MN,OT,27.695,20251201
35311040,9913536,26,8.352672794,MN,XM,32.3,20251201
31948592,2311868,48,7.737606206,MT,XM,11.547,20251201
69348036,2970449,43,2.674652727,MB,XM,32.444,20251201
75726602,3216188,52,10.93762888,HCM,XM,15.447,20251201
75429514,9698052,44,13.62134663,MN,XM,5.81,20251201
94488510,9391988,38,9.078243537,HCM,XM,30.754,20251201
79178273,3385122,47,4.65705917,HCM,XM,43.008,20251201
38861149,6675658,40,18.82528305,MB,XM,32.015,20251201
19696685,3191106,45,25.82036606,MN,OT,31.915,20251201
65317853,1342441,51,12.21518809,MN,OT,7.898,20251201
92441065,3072892,39,8.377182055,MN,XM,11.369,20251201
97763977,1696095,34,8.432042233,HCM,XM,46.272,20251201
30719258,8629665,32,12.41933295,MN,XM,53.505,20251201
31280989,8068964,42,10.46027944,MN,XM,31.394,20251201
22713593,2658775,30,12.4329435,MN,XM,16.999,20251201
59936721,6107269,35,12.52288092,MT,XM,29.194,20251201
59212295,2846373,29,6.913622465,MB,XM,12.148,20251201
43383005,6088738,43,6.627004203,MN,XM,17.427,20251201
37895989,9063746,31,8.691898428,MB,XM,14.176,20251201
84681076,8918789,26,12.63344562,HCM,XM,25.87,20251201
51403053,8497632,28,4.585419748,MB,OT,22.131,20251201
82742631,3169881,33,8.919631293,MN,OT,23.059,20251201
96689067,2716718,34,9.821658776,HN,XM,9.178,20251201
38542500,2443878,40,7.839701017,MB,XM,26.087,20251201
95760944,2144125,37,20.16492223,MN,XM,32.827,20251201
67134797,6524252,41,18.51536698,MB,XM,12.57,20251201
36182605,6925992,42,12.3094206,MB,XM,33.353,20251201
65967398,8941806,45,24.23471951,MT,XM,32.802,20251201
56355141,1813032,21,15.51426356,MT,OT,10.873,20251201
91497896,3387255,28,10.69355623,MB,XM,27.48,20251201
33036857,7551558,43,7.878356987,HCM,XM,28.083,20251201
99224451,7131648,40,8.206776015,MN,OT,25.739,20251201
94243920,4846866,47,12.09560127,HN,XM,15.764,20251201
26263179,2371411,24,8.30359719,MT,OT,9.45,20251201
24814703,5357857,34,4.683807654,MT,OT,11.854,20251201
57984114,2547178,35,8.266752203,HN,XM,54.384,20251201
14041955,5819723,39,16.71634357,HN,XM,47.802,20251201
36891816,9113589,38,2.760881193,HCM,OT,21.911,20251201
49158734,2761200,42,20.16827699,HN,OT,18.95,20251201
97243596,2061684,37,13.3246212,MN,XM,48.373,20251201
99313799,7638675,50,8.893993364,MN,XM,24.633,20251201
23638594,1219109,53,11.54684622,MN,XM,17.368,20251201
90250953,9850630,28,16.16967578,MN,XM,4.548,20251201
18183594,7974463,38,10.16839659,HCM,OT,11.499,20251201
86107842,4630375,45,16.06927312,MN,XM,31.455,20251201
90171323,4262585,43,15.30220475,MB,XM,22.2,20251201
30107614,4481749,34,10.9152984,HN,XM,24.668,20251201
90410196,4569926,40,5.738678374,MB,XM,27.191,20251201
20438281,8555959,24,9.522970892,HN,XM,29.948,20251201
56697251,8198717,38,3.603559894,MN,OT,6.928,20251201
52259076,2841247,25,12.49635852,MN,XM,47.456,20251201
38433614,2619421,43,8.107064525,MN,XM,29.296,20251201
11990275,5864975,28,7.35180198,HN,OT,17.128,20251201
79481118,6852941,39,13.87846926,HN,XM,43.724,20251201
40202528,7544563,41,5.298241264,HCM,XM,25.793,20251201
69549513,3821754,39,10.57658147,MN,XM,62.463,20251201
46919792,5342127,32,8.437474225,MB,XM,18.024,20251201
43629195,1938416,36,9.137423815,MT,XM,9.408,20251201
89766631,5101680,49,11.52741601,HN,XM,28.96,20251201
76295561,7187463,34,24.88595002,MB,XM,35.78,20251201
77211064,3739730,38,12.20482068,MB,OT,15.588,20251201
44199230,3867976,33,19.72172435,MN,XM,30.037,20251201
33621446,5160499,47,20.09202707,MN,XM,31.92,20251201
10477636,8799436,39,14.69379239,HN,XM,23.107,20251201
94313182,6436982,31,3.977416285,MB,XM,21.878,20251201
95295830,9271319,38,8.870722565,MN,OT,15.841,20251201
31687351,1555036,36,5.796573833,MN,XM,18.288,20251201
12871994,8641465,51,41.86338578,MB,XM,28.658,20251201
21048213,1393850,38,6.053855498,MN,XM,17.536,20251201
16087857,3901165,26,4.730179229,MB,XM,22.826,20251201
84800139,4839185,42,2.502773167,HN,XM,34.196,20251201
90272029,3129243,54,5.956320495,MN,XM,9.836,20251201
23795588,9903619,49,10.63349319,MN,OT,44.565,20251201
77206550,9035204,28,17.22237209,HCM,OT,20.802,20251201
26134147,6141165,36,5.856187889,MT,XM,42.506,20251201
43048809,5076522,38,17.96315822,MB,XM,4.721,20251201
63944450,7855824,38,9.686561917,MB,XM,12.97,20251201
74793410,7369656,41,7.84501094,MN,XM,24.451,20251201
88710582,5325683,35,10.90263384,MN,XM,30.391,20251201
14030635,8444476,30,20.31523499,HN,XM,40.137,20251201
27679119,2736433,47,10.2588341,MT,XM,51.769,20251201
35245775,3499179,28,5.745714557,HN,OT,59.39,20251201
37929130,1158768,31,12.36235399,MB,XM,39.967,20251201
99822506,2071876,28,12.26384994,MN,XM,47.166,20251201
79966434,2789031,44,9.092475084,HCM,OT,29.199,20251201
38837550,6623447,39,16.66577693,HCM,XM,10.551,20251201
97464377,8699673,46,3.183599901,MN,OT,64.071,20251201
54937628,6311729,31,11.95466563,MB,OT,8.705,20251201
55066706,5008665,27,14.80195825,HN,XM,6.743,20251201
49032895,3431800,34,4.846112308,MB,XM,21.499,20251201
22950775,1912858,36,4.763367139,MB,XM,6.122,20251201
94093522,6262359,40,16.47179143,MN,OT,32.88,20251201
11254265,2267493,23,17.98992998,HCM,XM,18.455,20251201
25685067,8113214,42,19.73650299,HN,XM,54.18,20251201
30669042,4679749,30,7.071625406,MN,XM,23.864,20251201
35136775,4150098,32,11.05760596,MB,XM,22.555,20251201
21863999,1239876,49,11.81322401,HN,XM,13.627,20251201
11616527,3180859,18,4.258773717,MN,XM,18.02,20251201
70989279,1120187,41,10.81804219,MN,XM,37.772,20251201
97237891,7525010,41,10.71816081,MN,XM,5.215,20251201
20964925,5408875,31,14.5158392,MT,OT,50.616,20251201
36688168,8072847,34,7.514253245,HCM,XM,52.144,20251201
55569693,6087128,49,18.68654543,MN,OT,13.048,20251201
93475211,9588603,56,10.40986696,HN,OT,4.869,20251201
72483618,8054074,48,23.51043718,MT,XM,5.736,20251201
78956930,2328272,55,14.52526496,MN,OT,38.314,20251201
62300494,2049476,32,11.48950295,MN,XM,3.498,20251201
47533220,9003376,24,5.538019816,MB,XM,27.624,20251201
27979808,3421990,38,5.168509295,MN,XM,70.012,20251201
87788293,7885888,45,22.26505424,HN,XM,34.38,20251201
82371206,6657172,21,15.50945556,HN,XM,17.513,20251201
12259119,7317098,30,8.671516421,MN,OT,45.985,20251201
74386640,3401069,31,8.118797716,MN,XM,58.923,20251201
17594929,3817482,41,11.1733019,HN,XM,48.696,20251201
76508559,5993618,40,5.103827752,MB,OT,56.046,20251201
84335845,1199736,31,7.914889732,MN,XM,61.421,20251201
21795197,3804808,40,13.58347702,MN,XM,22.509,20251201
49045227,5567953,28,14.52306793,MB,XM,11.736,20251201
21137842,2840166,34,8.318981406,MN,XM,4.747,20251201
61055398,3571924,27,22.25817226,MB,XM,37.1,20251201
93480628,9851821,37,16.86225682,HCM,OT,13.126,20251201
17278259,3608388,31,6.808711231,MT,XM,33.041,20251201
45782037,9121762,44,5.283973253,HCM,OT,42.668,20251201
97580845,9344246,38,13.46197608,MT,XM,18.742,20251201
37085381,7064989,36,7.984879604,HCM,XM,39.055,20251201
21899503,2376719,54,7.261346144,MB,OT,18.233,20251201
53972563,2851179,41,11.17892641,MN,OT,12.645,20251201
55753531,9408090,35,14.32886383,MN,XM,31.868,20251201
69657778,1013358,33,14.85813766,HN,XM,80.066,20251201
38236379,5534259,27,10.27976071,MT,XM,48.33,20251201
96006092,6366514,37,3.176024546,MN,XM,71.255,20251201
56892046,8544512,41,16.1157223,MT,XM,17.507,20251201
35780160,9055617,21,6.682862536,HCM,XM,49.69,20251201
96425599,3552287,26,11.66711702,MT,OT,38.42,20251201
93232757,5522855,33,9.407485078,MN,XM,27.109,20251201
54924829,6705285,28,30.71075876,HN,XM,37.201,20251201
12237354,9686632,38,27.98120184,MN,OT,73.72,20251201
63724249,6009295,40,7.947430305,HCM,XM,60.158,20251201
59967823,2096274,37,5.105233598,MN,OT,28.809,20251201
23338758,9317493,43,5.308844352,MB,XM,49.374,20251201
67057759,5612024,33,11.45433264,HN,OT,7.656,20251201
85671420,2613685,38,7.634753959,MT,OT,25.066,20251201
19530766,2712481,29,5.737495231,MB,OT,47.438,20251201
75099036,2841128,41,7.696369312,MN,XM,22.473,20251201
22630563,7491290,39,12.53068517,HCM,XM,21.897,20251201
77394363,9540678,27,9.616237717,HN,XM,38.956,20251201
47720288,4972267,37,7.856889741,HN,OT,26.405,20251201
10585992,1881681,38,8.36572988,MB,XM,39.549,20251201
96960871,8996472,41,9.222258573,HN,OT,10.073,20251201
24937333,6712141,41,11.17745784,MT,XM,14.039,20251201
63643829,6136781,32,11.51012347,MB,XM,27.345,20251201
26332140,1545076,45,4.385866004,HCM,XM,19.159,20251201
76449297,9735425,43,10.86921038,MN,XM,50.266,20251201
