CUSTOMER_CODE,LOAN_ID,LABEL,SCORING_DATE
54758424,8202388,0,20260101
89877895,9834925,0,20260101
58319417,3141236,1,20260101
50699019,6284448,0,20260101
83943653,9660829,1,20260101
78112338,2177564,0,20260101
12573086,3732259,1,20260101
48836470,3720732,1,20260101
28009442,1171677,1,20260101
67876161,6547839,1,20260101
94706006,8383169,1,20260101
63758008,4086642,0,20260101
37991582,5503020,1,20260101
65763965,3697364,1,20260101
26348668,4436054,1,20260101
55066807,1344267,1,20260101
32864025,5191161,0,20260101
65960664,6747559,1,20260101
79860680,1177984,0,20260101
14066072,2138665,1,20260101
50665945,9547720,0,20260101
46784999,7932244,1,20260101
49595286,9898327,1,20260101
64852417,6572435,1,20260101
97566371,1973951,1,20260101
62526944,8727787,1,20260101
18717231,6382199,1,20260101
97315010,1830104,1,20260101
97538925,1774542,0,20260101
89328504,9117207,0,20260101
40021944,9337183,1,20260101
54706565,6822257,1,20260101
63930042,1083848,0,20260101
65623764,5506983,1,20260101
91828017,3600254,1,20260101
27084286,3686964,1,20260101
46381505,7219861,1,20260101
31788076,9797699,0,20260101
79843479,4987413,0,20260101
92962665,4023050,1,20260101
10191320,5629967,1,20260101
59536905,8807355,0,20260101
55273056,1806932,1,20260101
97775557,7417029,0,20260101
48987394,9222161,1,20260101
79578224,9681701,0,20260101
14746704,6290526,1,20260101
95925536,3772860,0,20260101
29838067,5381672,1,20260101
57998875,3075932,1,20260101
63516358,4769998,1,20260101
46106865,1408810,1,20260101
98194777,7385569,0,20260101
86391866,4288350,0,20260101
28538253,6841683,0,20260101
53854800,2529934,1,20260101
30793211,6807264,1,20260101
31406017,3086984,0,20260101
35369531,4649517,1,20260101
29154701,3184961,1,20260101
45110102,3474674,1,20260101
85642172,4876930,1,20260101
44422018,9915646,1,20260101
50224673,5573399,1,20260101
94437368,4595563,1,20260101
42635654,3793596,1,20260101
31199935,2221656,1,20260101
73566645,2466082,0,20260101
30000690,5246116,1,20260101
46755361,8369014,1,20260101
18196097,4736676,1,20260101
50566055,8887590,1,20260101
21713381,3124789,0,20260101
55643741,1617823,1,20260101
14340151,5764291,1,20260101
60540646,8150730,1,20260101
85115234,1032646,0,20260101
24195438,6454979,1,20260101
10940261,1761968,0,20260101
56277970,6428625,0,20260101
41839769,5733837,0,20260101
63378762,6282514,0,20260101
35055579,7099865,1,20260101
72772994,6785714,0,20260101
49235247,5293494,0,20260101
91432758,1835475,0,20260101
94360473,2443206,0,20260101
44004489,2103354,0,20260101
99466714,9572122,1,20260101
49031545,3240699,1,20260101
54043688,1227101,0,20260101
57730465,3460627,1,20260101
29646685,9493602,1,20260101
61564311,2390034,1,20260101
83490872,2291477,1,20260101
13723141,3753156,1,20260101
51345188,8643802,1,20260101
86674919,9143181,0,20260101
28247912,6487335,1,20260101
81294640,5019336,0,20260101
34614773,7627984,1,20260101
87894970,8567492,1,20260101
95197525,1610491,1,20260101
41604478,9890029,1,20260101
76583110,9016060,1,20260101
33434675,9522357,1,20260101
81531978,2446407,1,20260101
54100319,7127962,1,20260101
60499521,5747858,0,20260101
61999260,7031788,0,20260101
37129716,2378382,1,20260101
22738209,7151875,1,20260101
25783289,5671782,1,20260101
34639407,4455385,1,20260101
76501953,3248823,0,20260101
29526500,4932254,1,20260101
79334106,1753936,0,20260101
63159548,9093046,0,20260101
40271188,9566031,0,20260101
10878171,2885082,0,20260101
16120980,1094666,1,20260101
57782333,1635092,1,20260101
49718195,8988780,1,20260101
36992922,5935860,1,20260101
11876302,4398628,0,20260101
59439061,3844914,1,20260101
88014812,1875843,1,20260101
92404510,4031899,0,20260101
99028644,8700254,1,20260101
63570630,8667360,0,20260101
33812325,2129641,1,20260101
61324489,6044375,1,20260101
84001299,1031350,1,20260101
73070489,9989968,1,20260101
84039595,3685812,0,20260101
96222644,4646488,1,20260101
22675495,4162459,0,20260101
39172287,2227455,0,20260101
64522326,1813354,0,20260101
13459056,5713390,1,20260101
37581034,3047981,1,20260101
76498612,1876060,1,20260101
53449557,1907386,1,20260101
86739281,7733316,1,20260101
78586451,4530335,1,20260101
56750821,3436466,1,20260101
83450691,8749825,1,20260101
19888709,4979574,0,20260101
43322097,7963041,1,20260101
68032256,2301246,1,20260101
43970008,3379297,0,20260101
18881792,3882137,0,20260101
74328792,6289968,1,20260101
28359949,4015604,1,20260101
80505176,3920064,1,20260101
19765626,9123156,0,20260101
33432907,5952489,1,20260101
57566519,9011231,0,20260101
40136790,4702888,1,20260101
50828277,4873414,1,20260101
37652859,6589879,1,20260101
62941765,9706255,1,20260101
78988380,2533069,1,20260101
50763235,9773133,1,20260101
21102930,5523462,1,20260101
46670388,4506496,1,20260101
84020114,1174517,1,20260101
81872728,8697218,1,20260101
28089868,5268951,1,20260101
45876831,3847361,1,20260101
53280150,2274154,1,20260101
92831731,4283262,0,20260101
26238787,1375298,0,20260101
20824566,2961216,1,20260101
71560507,6929667,0,20260101
79597575,5930593,1,20260101
45097654,7346515,1,20260101
18586769,4349056,1,20260101
97130118,7734069,1,20260101
24655583,4752944,1,20260101
59434155,2631272,0,20260101
69903723,5821739,1,20260101
57022873,6040173,1,20260101
10782380,6111966,0,20260101
53479561,6887214,0,20260101
46691225,9560139,1,20260101
12221215,9421256,1,20260101
10199324,5175030,1,20260101
10661688,3897044,0,20260101
84191118,6523204,1,20260101
43323255,5321688,1,20260101
73067270,7387973,1,20260101
60227957,6553264,1,20260101
89461630,1128075,0,20260101
90034100,4683583,1,20260101
85108751,8875421,1,20260101
79363935,4916303,0,20260101
12595014,5637431,1,20260101
81996365,1527041,1,20260101
56934356,7027190,0,20260101
86971354,8655349,0,20260101
85432039,3668028,1,20260101
28861084,1886924,0,20260101
20176119,1396489,0,20260101
82372296,4868255,1,20260101
75380148,2244415,0,20260101
12922092,9519039,0,20260101
35803990,9452540,1,20260101
74239016,1515031,1,20260101
39145678,6169531,1,20260101
55242743,1304978,1,20260101
69947809,2384523,1,20260101
29767901,4616008,1,20260101
19011402,2284962,0,20260101
74463763,8553737,1,20260101
14614586,4290957,1,20260101
31593293,2531786,1,20260101
78727101,2632059,0,20260101
78943723,5181023,0,20260101
90181642,7306559,1,20260101
51760279,7722289,1,20260101
17601784,9675353,0,20260101
94632810,4034672,1,20260101
28645908,7970727,1,20260101
97321755,4063372,0,20260101
81518029,7823716,1,20260101
10542123,1979598,0,20260101
15874321,7192958,0,20260101
29368206,8014391,1,20260101
12750640,4082711,0,20260101
71690764,2748216,1,20260101
99922299,2880502,1,20260101
86598602,4662134,0,20260101
92937278,5603037,0,20260101
96488241,1437461,1,20260101
19748698,2177629,1,20260101
94572330,6819937,1,20260101
22945289,2897082,0,20260101
46012218,9217719,0,20260101
71625285,2619028,1,20260101
69176995,3310767,1,20260101
22569523,2584360,0,20260101
23762328,8221104,0,20260101
61118735,7750871,0,20260101
47691727,2391383,1,20260101
63694664,9599464,0,20260101
52844940,7223968,1,20260101
89438822,1632379,1,20260101
78154855,5560452,1,20260101
94883757,6242506,1,20260101
83652199,5076325,1,20260101
21158225,9656602,1,20260101
91871305,9934372,1,20260101
90919038,5902609,1,20260101
44416368,8882375,1,20260101
91724477,4059641,0,20260101
94701188,6416649,1,20260101
12858785,6593123,0,20260101
30772282,1771195,1,20260101
24618845,9997089,1,20260101
21885259,1765941,1,20260101
74666954,6041164,1,20260101
94625924,4408010,1,20260101
73226815,3125071,1,20260101
18235342,3780080,1,20260101
48652605,7548077,1,20260101
91160117,2675860,1,20260101
61426206,4980891,0,20260101
71865632,4170311,1,20260101
99441900,7431416,0,20260101
49073154,1910867,1,20260101
51720221,2002160,1,20260101
61162894,1149568,1,20260101
82416345,2286474,1,20260101
10051129,4245395,1,20260101
68263930,2835822,1,20260101
51315115,4027344,0,20260101
75623352,8553172,1,20260101
18584279,8591328,1,20260101
40842193,8024021,1,20260101
17032771,9644672,1,20260101
75889143,5554741,1,20260101
40893730,1474800,1,20260101
72112614,1166433,1,20260101
76809195,8473052,1,20260101
60537438,1495201,0,20260101
32643828,2323393,0,20260101
68804874,3217686,1,20260101
75600483,5901686,1,20260101
87780945,3531898,1,20260101
60658338,6877362,1,20260101
77641120,3236680,1,20260101
18208503,2540774,0,20260101
49734457,6828677,0,20260101
68846189,7803023,0,20260101
26899273,9259812,1,20260101
39116223,5100701,1,20260101
72692520,1816498,1,20260101
33795362,7791793,1,20260101
33963356,8659483,1,20260101
62475848,4387369,1,20260101
58768879,5153112,0,20260101
35931538,7814778,0,20260101
65123738,2951276,1,20260101
45154654,1035391,0,20260101
24568367,7401815,1,20260101
27193641,6014228,1,20260101
67792551,2655801,1,20260101
74511673,9500903,1,20260101
73586484,6280953,1,20260101
63352147,4743037,1,20260101
77882057,4889100,0,20260101
15737306,4742092,1,20260101
97998284,4861882,1,20260101
74256897,2392404,0,20260101
12924668,1995761,1,20260101
72324810,6300704,1,20260101
57781597,8542838,1,20260101
82023128,4237076,1,20260101
42878551,3578202,0,20260101
85050311,9870013,1,20260101
71659404,9167258,1,20260101
80398370,2069607,1,20260101
76704162,1820542,1,20260101
47972880,9505401,0,20260101
24826671,3700124,0,20260101
76202774,5216635,1,20260101
80113912,6523975,1,20260101
42286719,9099564,0,20260101
82729320,2854857,1,20260101
83421264,1203130,0,20260101
80643893,4168469,0,20260101
30539030,7920996,1,20260101
54143229,4777404,0,20260101
11682360,6911866,0,20260101
92395711,9915878,1,20260101
68532280,9007299,0,20260101
32988192,3497326,0,20260101
56012232,5113884,1,20260101
27961812,8018080,0,20260101
66991398,9359025,1,20260101
73680777,5208169,1,20260101
14682461,9294398,1,20260101
34028953,8329734,0,20260101
96717581,1242112,1,20260101
89528294,2542036,0,20260101
79061455,5237375,0,20260101
74948665,4145996,0,20260101
32090533,2728748,0,20260101
83399655,4500855,1,20260101
11613594,7327028,0,20260101
66977493,6412934,1,20260101
23481257,8765892,1,20260101
99468343,8362009,0,20260101
97413911,6867018,0,20260101
85276538,1454288,1,20260101
70838134,8313754,1,20260101
29273919,2259285,1,20260101
58000227,8024867,0,20260101
75605685,9599189,1,20260101
31673387,7119501,1,20260101
65128273,5433479,1,20260101
18574770,8250818,0,20260101
73848531,5698657,0,20260101
98216407,3477880,0,20260101
67603013,4393513,1,20260101
16034497,7297517,1,20260101
39366760,7741054,1,20260101
85435461,3649867,0,20260101
26324937,5506369,1,20260101
38519348,5973917,1,20260101
91623304,9487434,1,20260101
29518390,4868018,0,20260101
31909744,3669453,1,20260101
23903764,5726741,0,20260101
77512163,7965368,0,20260101
88220668,6268911,1,20260101
39566618,1588256,0,20260101
36062052,4789912,0,20260101
10523278,2444685,0,20260101
26196236,8007293,1,20260101
17551497,7576222,1,20260101
62232077,7097388,0,20260101
13465773,8680410,0,20260101
63900493,9649393,1,20260101
34231377,6545448,1,20260101
42189020,6402563,0,20260101
23567887,4664264,1,20260101
51754433,1878927,1,20260101
21773683,2169537,1,20260101
38708319,5888066,1,20260101
68200610,8252020,0,20260101
87767837,2466443,0,20260101
61479220,9006833,1,20260101
63824495,4016193,1,20260101
92361022,8697546,1,20260101
71227104,8201318,1,20260101
36387278,5479664,1,20260101
63715075,8421193,1,20260101
95889563,3051217,0,20260101
79377957,1553523,0,20260101
94527750,1517047,1,20260101
77226025,8541481,0,20260101
86944557,1816514,0,20260101
77722232,7959624,0,20260101
85415663,2359932,1,20260101
74978405,3700315,1,20260101
68217489,8554895,1,20260101
98567361,6991058,0,20260101
20001665,1379961,1,20260101
79331885,1973414,0,20260101
83218979,1289922,1,20260101
97269175,6348288,0,20260101
20427630,3075397,1,20260101
88099551,5870023,0,20260101
26752244,6257849,0,20260101
80865893,2653876,1,20260101
88169921,2360053,1,20260101
68430707,1214644,1,20260101
42853720,9866979,0,20260101
29682619,3081903,0,20260101
82983100,3695158,1,20260101
46887523,9732619,1,20260101
83730747,8520447,0,20260101
83496487,6811154,0,20260101
17059059,3580940,1,20260101
74689051,1396905,0,20260101
18961865,3697426,1,20260101
14171521,8032773,1,20260101
32931253,9715738,1,20260101
98265664,6522771,0,20260101
50560824,2365118,1,20260101
40549421,8845557,1,20260101
28355954,3883090,1,20260101
86816362,2587649,1,20260101
17058442,5988298,1,20260101
89441147,5871842,1,20260101
96411567,5263427,1,20260101
17930738,8161645,1,20260101
49197363,6281108,1,20260101
96968198,1447755,0,20260101
55642295,1748271,1,20260101
40018091,8592648,1,20260101
91093197,7342519,1,20260101
62774182,5345121,1,20260101
18815182,8966730,1,20260101
85725242,4656123,1,20260101
40924580,4361852,1,20260101
84787461,2686567,1,20260101
19776716,3160902,1,20260101
82100591,2591494,1,20260101
36659380,7690401,1,20260101
58405014,7887773,0,20260101
75868419,4729358,1,20260101
90484064,3247409,1,20260101
47064509,2461159,0,20260101
23095696,7224177,0,20260101
74726502,2307218,1,20260101
35574647,4856956,1,20260101
10850429,6474232,1,20260101
94356931,3477403,1,20260101
50545532,5021944,1,20260101
87485235,9704087,1,20260101
29244473,2212562,0,20260101
69115466,9962587,0,20260101
35802498,3867499,0,20260101
85119346,1673653,1,20260101
19272327,7144091,1,20260101
46894808,9530583,1,20260101
40530511,9678458,0,20260101
18423322,4121927,1,20260101
83341955,4338318,1,20260101
22979663,8055060,1,20260101
83651669,7410137,1,20260101
95357518,6479355,0,20260101
68330088,6705128,0,20260101
95001761,1920927,0,20260101
44448399,6929436,0,20260101
51215522,6357526,0,20260101
59284897,3071186,1,20260101
99629053,3011358,1,20260101
78129296,9359157,1,20260101
62464375,1445240,0,20260101
63059517,1704578,1,20260101
95385782,4286973,0,20260101
55874720,5154571,0,20260101
83388303,6238212,1,20260101
20121126,9050372,0,20260101
23338586,1966079,0,20260101
25736260,8878388,1,20260101
23456245,5296664,0,20260101
57789626,9060162,0,20260101
77172847,6858917,0,20260101
64969487,2199883,1,20260101
89244301,3366456,0,20260101
59610761,4030713,0,20260101
53911379,6793824,1,20260101
49609183,2076612,1,20260101
26306146,1156879,1,20260101
32051314,3842973,1,20260101
90127438,3860120,1,20260101
75883882,3213250,1,20260101
69672982,1904415,0,20260101
35488871,9526643,1,20260101
10916149,7674895,1,20260101
85462503,8900937,1,20260101
96852011,4330848,0,20260101
35371643,4369424,0,20260101
67958357,1975196,0,20260101
70660278,9756032,0,20260101
85095427,2989584,0,20260101
26765719,1253264,1,20260101
64292386,2481504,1,20260101
54860661,4107426,0,20260101
50718894,3981115,0,20260101
67221716,4426871,0,20260101
27559156,4268617,1,20260101
64458028,6043815,0,20260101
70864761,2187623,1,20260101
78881214,6170134,1,20260101
95572935,9660545,0,20260101
67258758,1700771,1,20260101
87842050,4085985,1,20260101
91585772,4017685,0,20260101
71603043,3871215,1,20260101
39088779,2683885,1,20260101
72958234,2383750,0,20260101
88387450,9522232,1,20260101
95162926,1858656,0,20260101
57314135,1225503,0,20260101
69233231,9656038,1,20260101
78196507,1030739,1,20260101
28826550,4563495,1,20260101
62374106,3355433,0,20260101
68331571,9697047,1,20260101
67363281,3345693,1,20260101
99886491,1497019,1,20260101
90881406,3349840,0,20260101
55061386,6769123,1,20260101
69588061,9216249,0,20260101
85473860,5464562,1,20260101
27749922,4970061,1,20260101
83016625,7689699,0,20260101
82845851,9368821,1,20260101
60588990,3483041,1,20260101
56300283,4962402,0,20260101
91037161,8387524,0,20260101
29590432,2248598,0,20260101
13759395,7357442,1,20260101
86257453,7433137,0,20260101
52139368,6474610,1,20260101
24651871,2932710,0,20260101
37313739,1237586,1,20260101
54153936,4789035,1,20260101
17242682,6109302,1,20260101
11093750,4173570,1,20260101
85070910,8019570,1,20260101
49060063,4805454,1,20260101
93422552,1957086,0,20260101
40281208,5438457,1,20260101
79028183,3735483,1,20260101
41671163,3864408,0,20260101
80454524,4256915,1,20260101
37695522,7289998,1,20260101
70032462,9839570,0,20260101
65652708,9775836,1,20260101
34737658,6190650,0,20260101
26602217,3026069,0,20260101
61400371,4165835,1,20260101
63604681,1335861,0,20260101
86987053,9264650,0,20260101
17802586,4966917,1,20260101
55528072,1514525,0,20260101
78520265,9816630,1,20260101
59973275,9223495,1,20260101
65025189,7670602,1,20260101
26629090,3469347,0,20260101
28535605,5551533,1,20260101
19446320,2847924,1,20260101
79104366,5292966,0,20260101
20481488,9256078,1,20260101
90552216,9246212,0,20260101
74692365,9384291,0,20260101
89197073,2788689,1,20260101
15390668,6642778,0,20260101
41409329,3259694,0,20260101
60248706,2091678,1,20260101
39119941,6331948,0,20260101
75320637,2526789,0,20260101
17810163,9832044,0,20260101
89221021,3057134,0,20260101
48722205,3003676,1,20260101
40067323,1539746,1,20260101
31357364,9764721,1,20260101
63527905,9690094,0,20260101
89925889,8819429,1,20260101
85047053,7057536,1,20260101
62862112,5657816,1,20260101
61139598,6896873,0,20260101
35066105,1050843,0,20260101
13591281,3204560,1,20260101
47097238,5577197,0,20260101
93491756,5864947,1,20260101
46608112,3646346,0,20260101
39261685,3409576,1,20260101
15821960,3549052,1,20260101
31127948,2210455,0,20260101
15796267,5055519,1,20260101
74318026,5252611,1,20260101
25037145,4148610,1,20260101
37447990,3702640,1,20260101
79433679,7360879,1,20260101
15570470,3649358,1,20260101
54998173,5525795,1,20260101
21766963,1172628,1,20260101
36443842,5178079,1,20260101
55894967,2119019,1,20260101
25024670,2496933,0,20260101
81543750,7476258,1,20260101
33007649,4030877,0,20260101
61863345,3766637,0,20260101
58311773,9470109,0,20260101
19417021,6892394,1,20260101
42781046,9859815,1,20260101
71202728,3887152,1,20260101
21800871,7398055,1,20260101
38510905,3814314,0,20260101
58910821,2375192,0,20260101
74839979,8198773,1,20260101
87605819,1987855,1,20260101
41908117,8994897,1,20260101
86951714,1528838,1,20260101
14771706,5972703,1,20260101
18931504,3207658,1,20260101
73388180,8828736,1,20260101
19068343,6860982,1,20260101
48132080,2353965,1,20260101
31586071,2192673,1,20260101
87550258,9920957,0,20260101
41835252,4060109,1,20260101
91586459,5637758,0,20260101
18680493,5458651,0,20260101
32588460,9916791,1,20260101
89440133,9973700,1,20260101
30222307,4643775,0,20260101
74865754,3220837,1,20260101
91132968,5995122,1,20260101
87779244,4033212,1,20260101
37974095,6657186,0,20260101
78720709,7074750,0,20260101
59085699,4347703,1,20260101
86153895,3312061,1,20260101
26328173,7527110,1,20260101
73707492,8114913,0,20260101
55429933,2398196,0,20260101
81723450,6660586,1,20260101
85821692,3815080,1,20260101
59590547,6460689,0,20260101
16007193,8578600,0,20260101
73780455,6253748,1,20260101
72779905,3058747,1,20260101
31660638,5404451,1,20260101
54718823,2482509,1,20260101
36600599,7392694,1,20260101
34154112,2649460,1,20260101
23787445,9696926,0,20260101
28815026,7213816,1,20260101
96020814,7685400,1,20260101
91696060,1222368,1,20260101
86484575,1396113,1,20260101
20082253,9188228,1,20260101
18811149,1572918,1,20260101
92476817,9941366,1,20260101
49527098,7337075,1,20260101
21709744,6340955,1,20260101
36385848,7750045,0,20260101
79732849,8910224,1,20260101
72434656,6943477,1,20260101
62524981,4762893,0,20260101
33707455,3151023,0,20260101
68818474,9442362,1,20260101
33319162,9686632,1,20260101
47103541,7176498,1,20260101
74660270,1306815,1,20260101
64503209,6774833,1,20260101
20726569,9594832,1,20260101
16125924,7556785,1,20260101
63183284,7496253,0,20260101
42420327,7889596,1,20260101
46339957,2846794,0,20260101
70381785,8871005,1,20260101
81971982,7544193,1,20260101
52517196,8769652,0,20260101
20018745,2662353,1,20260101
12675722,1106671,1,20260101
58392946,9772556,0,20260101
65308378,7092985,0,20260101
64991156,4624760,1,20260101
50415799,1426015,1,20260101
30486227,5785297,1,20260101
53568818,4998125,1,20260101
45182176,2592367,1,20260101
29634216,1929744,1,20260101
96784199,2311307,1,20260101
79710091,2692260,1,20260101
57700234,2827378,1,20260101
54236099,1687616,1,20260101
49203197,5134248,0,20260101
59661494,7029653,0,20260101
34888829,4437336,1,20260101
56810465,9054165,1,20260101
30689070,2141620,1,20260101
64998899,2706749,1,20260101
12608069,6930770,1,20260101
84219366,7800658,1,20260101
94388619,9504619,0,20260101
68403679,8591846,0,20260101
41938132,8780346,0,20260101
86341087,9599316,1,20260101
31672037,2445210,0,20260101
52272010,2176861,1,20260101
98092482,7331396,1,20260101
41934640,1212191,1,20260101
73309506,5564628,1,20260101
85555437,5682791,1,20260101
45146164,6512052,0,20260101
72718155,6902926,1,20260101
43057899,2523846,0,20260101
96760708,2076513,1,20260101
39433868,6210862,0,20260101
96031473,2445277,0,20260101
19213300,9155646,0,20260101
35263573,6674069,1,20260101
56254445,4260525,1,20260101
14878378,4845095,1,20260101
82348036,4682876,1,20260101
25412656,6179098,0,20260101
50899551,4345800,1,20260101
33663809,7046838,1,20260101
27802702,6746882,1,20260101
57020372,8797561,0,20260101
76895097,1824437,1,20260101
34484762,5306811,1,20260101
41806901,4405797,0,20260101
65474008,6806136,0,20260101
29274130,9005165,0,20260101
32379682,4517969,1,20260101
76402566,9660286,0,20260101
83418651,9838419,1,20260101
76436342,2063279,1,20260101
56889618,7561505,1,20260101
95595046,2479935,1,20260101
73934435,4179576,0,20260101
53683113,9192466,1,20260101
21271355,8943276,1,20260101
44579450,6514626,1,20260101
46756338,7480122,0,20260101
18502388,3857213,1,20260101
94888443,2742510,1,20260101
16430562,9844912,1,20260101
96957044,8049959,0,20260101
53667889,5388185,1,20260101
24331632,5710288,1,20260101
42841436,8220909,1,20260101
63467263,1142577,0,20260101
87946748,2327283,1,20260101
23003184,7482376,1,20260101
23898201,3791971,1,20260101
99478200,3206187,1,20260101
24292341,4030883,1,20260101
65286189,5783033,1,20260101
23909251,6810548,1,20260101
84171105,5908174,1,20260101
12839989,7027204,1,20260101
75389741,7421225,1,20260101
12476503,5455374,1,20260101
93556527,7608158,1,20260101
97424811,5736991,0,20260101
42032007,2315920,1,20260101
27439980,2989001,1,20260101
21937309,4898002,0,20260101
47615497,6076969,1,20260101
24847776,6134645,1,20260101
26349899,9939900,1,20260101
59166460,4158703,0,20260101
34410548,9334856,0,20260101
77741342,6748772,0,20260101
82181988,9726538,0,20260101
95884630,4822725,1,20260101
96877604,2442159,1,20260101
34444492,3472551,1,20260101
66838092,1037401,1,20260101
91643076,3857567,0,20260101
75405307,6849529,1,20260101
46867572,7963272,0,20260101
78962311,5989037,1,20260101
30929446,4509973,1,20260101
57955388,4983837,1,20260101
59082270,3861508,1,20260101
44466402,5948642,1,20260101
21153908,9482953,0,20260101
25894757,9116513,1,20260101
11263915,8590710,1,20260101
71703335,9061230,0,20260101
20104584,4983060,1,20260101
61991395,4317060,1,20260101
11127182,4366940,1,20260101
25073534,6797339,0,20260101
24583924,5673008,1,20260101
74288519,6737354,1,20260101
41456187,9366076,0,20260101
63878353,9573357,1,20260101
41927078,8056744,0,20260101
49761866,8309790,1,20260101
62020489,6949772,0,20260101
48839571,5988584,0,20260101
89757255,5821920,1,20260101
65640496,1454090,1,20260101
15029523,6758902,1,20260101
19200314,3732010,0,20260101
67719479,8127319,0,20260101
16107469,2686983,0,20260101
11869330,5719946,1,20260101
79639358,8322700,0,20260101
14765228,4953119,1,20260101
87699046,8799696,1,20260101
89499851,6578468,0,20260101
93181394,7671638,1,20260101
89655332,7761484,0,20260101
58577256,4870545,1,20260101
47882999,2888175,1,20260101
39020914,2606627,0,20260101
44916922,1937932,0,20260101
62873702,5789202,0,20260101
83945005,3938818,1,20260101
65059856,7569419,1,20260101
58948517,8488420,1,20260101
17750359,1216505,1,20260101
73505672,5162766,0,20260101
95975819,3647464,1,20260101
80258259,3197223,0,20260101
43883057,9491267,1,20260101
13370585,4920141,0,20260101
26264710,6262393,1,20260101
54629140,2826983,1,20260101
92124002,8200497,1,20260101
79531201,4884662,1,20260101
33729993,1212059,0,20260101
52828927,5778273,1,20260101
29048004,3549970,0,20260101
31116556,1814903,0,20260101
62135868,6861364,1,20260101
74445017,3970177,0,20260101
46681987,2858554,1,20260101
92411015,1112017,1,20260101
82462306,6464262,0,20260101
37477478,1347092,1,20260101
15730567,4999916,1,20260101
15073968,7928734,1,20260101
89155215,5635604,0,20260101
85678703,3759498,1,20260101
55782371,6879074,1,20260101
89994638,2673422,1,20260101
84249248,4132361,1,20260101
13725106,9178570,1,20260101
96902931,9567929,1,20260101
13539275,2654384,1,20260101
41460635,2622749,1,20260101
14150245,7901471,1,20260101
21596167,7919153,1,20260101
59210145,4868343,1,20260101
35802173,5855865,1,20260101
30483700,2440185,0,20260101
32782636,8786730,1,20260101
33721864,9028236,1,20260101
52428014,9065353,1,20260101
92782189,2365952,0,20260101
22599863,1400611,0,20260101
33313753,4511184,0,20260101
38532683,9113526,1,20260101
19991079,2085189,1,20260101
92850106,7313720,0,20260101
17040490,3973497,1,20260101
48896119,9292951,0,20260101
49895332,8264620,1,20260101
34623611,9084731,0,20260101
72837202,7271990,0,20260101
13591941,3536632,1,20260101
69036891,8250160,1,20260101
48131295,5568723,0,20260101
53584287,7956970,1,20260101
90716223,5008677,1,20260101
59788173,1437718,1,20260101
38540416,8952619,0,20260101
39271509,7238899,0,20260101
69457064,8374442,1,20260101
91019604,4273904,0,20260101
35117844,9822061,1,20260101
45175192,1507540,1,20260101
26856079,9262616,0,20260101
35830611,1831863,1,20260101
70536392,3297120,1,20260101
60331324,2735576,0,20260101
29224613,6511410,0,20260101
62681596,8999273,0,20260101
89009423,1637006,0,20260101
35063097,3224638,0,20260101
54141876,9843839,0,20260101
17355833,9906824,1,20260101
68994601,1569354,0,20260101
69636133,6518872,0,20260101
